,category,task,head,layer,img,pcc,rmse
146,vehicle,DET,0,6,1252,0.5016512299384429,0.05958419109833385
147,vehicle,DET,0,7,1252,0.4297484855687928,0.08616234770335313
148,vehicle,DET,0,8,1252,0.7496374512553003,0.04584600694332626
149,vehicle,DET,0,9,1252,0.7115037652311647,0.04994893880153853
150,vehicle,DET,0,10,1252,0.7114414559441993,0.04988930757852926
151,vehicle,DET,0,11,1252,0.6385481361612529,0.056926899749597026
152,vehicle,DET,0,12,1252,0.47711175300466957,0.06206581473529215
153,vehicle,DET,0,13,1252,0.3983381321289065,0.06543200437503391
154,vehicle,DET,0,1,126,0.5928091868739781,0.05467953500494972
155,vehicle,DET,0,2,126,0.6458978057833062,0.05639432221246057
156,vehicle,DET,0,3,126,0.458824705538686,0.05807354834090448
157,vehicle,DET,0,4,126,0.6480308823651629,0.054172065216566825
158,vehicle,DET,0,5,126,0.7701055298894481,0.04309137330631185
159,vehicle,DET,0,6,126,0.7222697785218394,0.0495752463802248
160,vehicle,DET,0,7,126,0.3791905524223866,0.08425073085155084
161,vehicle,DET,0,8,126,0.12271172534625881,0.07230785982570023
162,vehicle,DET,0,9,126,,
163,vehicle,DET,0,10,126,0.3779034506379519,0.06204650545216961
164,vehicle,DET,0,11,126,0.45708369166375173,0.058321855770390785
165,vehicle,DET,0,12,126,0.4911812851073738,0.057424401010093724
166,vehicle,DET,0,13,126,0.3057970884395961,0.06335334611820902
167,vehicle,DET,0,14,126,,
168,vehicle,DET,0,15,126,,
169,vehicle,DET,0,16,126,,
170,vehicle,DET,0,17,126,,
171,vehicle,DET,0,1,1278,0.6656958317482161,0.057886657441957354
172,vehicle,DET,0,2,1278,0.7081144712806722,0.05887635677043944
173,vehicle,DET,0,3,1278,0.643190808068262,0.0570642855331866
174,vehicle,DET,0,4,1278,0.7404260707587484,0.05593830361525614
175,vehicle,DET,0,5,1278,0.582918169647797,0.05444761051950108
176,vehicle,DET,0,6,1278,0.47704881211265715,0.06060021077403348
177,vehicle,DET,0,7,1278,0.37129264241739895,0.08743471538108506
178,vehicle,DET,0,8,1278,0.6613380556071149,0.051848887217534466
179,vehicle,DET,0,9,1278,0.6907535197720767,0.05040937516191757
180,vehicle,DET,0,10,1278,0.7387598864546739,0.04681679973637634
181,vehicle,DET,0,11,1278,0.5480876370310843,0.05912548296587427
182,vehicle,DET,0,12,1278,0.5821622054001722,0.05786847130280096
183,vehicle,DET,0,13,1278,0.4447204231446014,0.06429586349642609
184,vehicle,DET,0,14,1278,,
185,vehicle,DET,0,15,1278,,
186,vehicle,DET,0,16,1278,,
187,vehicle,DET,0,17,1278,,
188,vehicle,DET,0,1,1319,0.6137923333285932,0.04303023003121566
189,vehicle,DET,0,2,1319,0.6802528826281885,0.039381235606136114
190,vehicle,DET,0,3,1319,0.5972704531864024,0.04286017851519345
191,vehicle,DET,0,4,1319,0.5281952786684434,0.04429365831107713
192,vehicle,DET,0,5,1319,0.12904505144942574,0.08287875667951897
193,vehicle,DET,0,6,1319,0.44772151261853826,0.05980244927483892
194,vehicle,DET,0,7,1319,0.7471797792770608,0.04489749197768308
195,vehicle,DET,0,8,1319,0.8452435257377444,0.0279254525875388
196,vehicle,DET,0,9,1319,0.8792404933674357,0.023937105996867877
197,vehicle,DET,0,10,1319,0.8792404932018365,0.02393710605409109
198,vehicle,DET,0,11,1319,0.8322886860362116,0.032053518964856
199,vehicle,DET,0,12,1319,0.43607239906618106,0.04493787855529977
200,vehicle,DET,0,13,1319,0.46963260235475557,0.04529617742922421
201,vehicle,DET,0,1,1331,0.5690327514157819,0.04604020441279999
202,vehicle,DET,0,2,1331,0.5227893459328085,0.045042053743968975
203,vehicle,DET,0,3,1331,0.6489228850854877,0.04113984570070975
204,vehicle,DET,0,4,1331,0.594893808550855,0.04487725211445017
205,vehicle,DET,0,5,1331,0.6871309547610549,0.038753454799464
206,vehicle,DET,0,6,1331,0.5228588385035229,0.05080342395541235
207,vehicle,DET,0,7,1331,0.4379380972673341,0.1097904027821452
208,vehicle,DET,0,8,1331,0.9431882030362987,0.017662280402886924
209,vehicle,DET,0,9,1331,0.9680722069345146,0.013128829105933522
210,vehicle,DET,0,10,1331,0.9731375846269125,0.012165854723801824
211,vehicle,DET,0,11,1331,0.702400430845595,0.038731355331198467
212,vehicle,DET,0,12,1331,0.8048977532057642,0.033928480574089766
213,vehicle,DET,0,13,1331,0.44099734139410124,0.048087212895201285
214,vehicle,DET,0,14,1331,,
215,vehicle,DET,0,15,1331,,
216,vehicle,DET,0,16,1331,,
217,vehicle,DET,0,17,1331,,
218,vehicle,DET,0,1,1344,0.5798112398735183,0.04404500145128352
219,vehicle,DET,0,2,1344,0.5669140784070494,0.04485891526975139
220,vehicle,DET,0,3,1344,0.7852078410032234,0.03555675227236842
221,vehicle,DET,0,4,1344,0.6874872771218545,0.041751810889096456
222,vehicle,DET,0,5,1344,0.37523444492203817,0.060247268446975
223,vehicle,DET,0,6,1344,0.41507679347664933,0.055247318655048165
224,vehicle,DET,0,7,1344,0.5345589968530893,0.06375077893751196
225,vehicle,DET,0,8,1344,0.8561071291675049,0.03260153544114504
226,vehicle,DET,0,9,1344,0.8911066680169453,0.02554587893265084
227,vehicle,DET,0,10,1344,0.8250122026345448,0.05880957239088001
228,vehicle,DET,0,11,1344,0.813972031539998,0.03580521173754968
229,vehicle,DET,0,12,1344,0.80123102289406,0.03657651331794905
230,vehicle,DET,0,13,1344,0.4026848233450134,0.049998211225643324
231,vehicle,DET,0,14,1344,,
232,vehicle,DET,0,15,1344,,
233,vehicle,DET,0,1,134,0.584988495418308,0.04984831231013515
234,vehicle,DET,0,2,134,0.6415992423759292,0.04851459034031526
235,vehicle,DET,0,3,134,0.6069667797119567,0.04670275480677926
236,vehicle,DET,0,4,134,0.6353367905010514,0.04932568032641389
237,vehicle,DET,0,5,134,0.7584377321700091,0.040680430836919204
238,vehicle,DET,0,6,134,0.750930256490783,0.04224198662328275
239,vehicle,DET,0,7,134,0.3117215244899494,0.09542221207573585
240,vehicle,DET,0,8,134,0.3492198412377419,0.08731606085683208
241,vehicle,DET,0,9,134,0.44678667912637376,0.06971690133607732
242,vehicle,DET,0,10,134,0.283362677434827,0.06384812331936808
243,vehicle,DET,0,11,134,0.5922045695827984,0.047702758535705964
244,vehicle,DET,0,12,134,0.8278892673944329,0.033140479161475535
245,vehicle,DET,0,13,134,0.4104053878081936,0.05467043251073979
246,vehicle,DET,0,14,134,,
247,vehicle,DET,0,15,134,,
248,vehicle,DET,0,16,134,,
249,vehicle,DET,0,17,134,,
250,vehicle,DET,0,1,1353,0.6310369567482172,0.04447370891614406
251,vehicle,DET,0,2,1353,0.6636490350539066,0.045726254075644276
252,vehicle,DET,0,3,1353,0.6362502833446676,0.04469400985880192
253,vehicle,DET,0,4,1353,0.6185485796648866,0.045341552066334785
254,vehicle,DET,0,5,1353,0.31988880563646815,0.0734123174110725
255,vehicle,DET,0,6,1353,0.6788795340668632,0.04012695963811694
256,vehicle,DET,0,7,1353,0.5033479915114928,0.08593082863749528
257,vehicle,DET,0,8,1353,0.9313366925443552,0.019910138393987194
258,vehicle,DET,0,9,1353,0.949606021887414,0.017693751169679663
259,vehicle,DET,0,10,1353,0.14624668907611288,0.06756249058555493
260,vehicle,DET,0,11,1353,0.7010786313562478,0.041359690084584344
261,vehicle,DET,0,12,1353,0.8900385388228088,0.027197796354818234
262,vehicle,DET,0,13,1353,0.4297204135879197,0.05075605810429927
263,vehicle,DET,0,14,1353,,
264,vehicle,DET,0,15,1353,,
265,vehicle,DET,0,16,1353,,
266,vehicle,DET,0,17,1353,,
267,vehicle,DET,0,1,1357,0.6383594356060106,0.042316196679890686
268,vehicle,DET,0,2,1357,0.7392532501502699,0.034821903037889505
269,vehicle,DET,0,3,1357,0.6813291160602393,0.040623761780057596
270,vehicle,DET,0,4,1357,0.6645392431757727,0.0403239897694443
271,vehicle,DET,0,5,1357,0.3810946133808604,0.04953285337490629
272,vehicle,DET,0,6,1357,0.20922078234248703,0.05600425851738419
273,vehicle,DET,0,7,1357,0.3604494816286667,0.10243530105766284
274,vehicle,DET,0,8,1357,0.6783579596348437,0.04085808932811963
275,vehicle,DET,0,9,1357,0.8097307292955398,0.03375426765119809
276,vehicle,DET,0,10,1357,0.827983809861472,0.0381183122571703
277,vehicle,DET,0,11,1357,0.7765385197370309,0.03425575566368373
278,vehicle,DET,0,12,1357,0.7952686791401308,0.032850856808835045
279,vehicle,DET,0,13,1357,0.4666031902115704,0.04541963929692135
280,vehicle,DET,0,14,1357,,
281,vehicle,DET,0,15,1357,,
282,vehicle,DET,0,16,1357,,
283,vehicle,DET,0,17,1357,,
284,vehicle,DET,0,1,1365,0.5144488399869416,0.04444748821848027
285,vehicle,DET,0,2,1365,0.6042940602722748,0.042171755280079826
286,vehicle,DET,0,3,1365,0.5570161078321209,0.0436758976169226
287,vehicle,DET,0,4,1365,0.5318446198042985,0.044460368032429504
288,vehicle,DET,0,5,1365,0.4524550120372346,0.057794309983152374
289,vehicle,DET,0,6,1365,0.2620157425038667,0.07014817793329405
290,vehicle,DET,0,7,1365,0.671792755270477,0.05951454310025696
291,vehicle,DET,0,8,1365,0.6866579409032364,0.05567507638306285
292,vehicle,DET,0,9,1365,0.9335445927931143,0.017956199262789137
293,vehicle,DET,0,10,1365,0.9242475052927056,0.019229184937309126
294,vehicle,DET,0,11,1365,0.7194604438885013,0.03662675974505242
295,vehicle,DET,0,12,1365,0.6848286572861811,0.03788441546700715
296,vehicle,DET,0,13,1365,0.4476858702798018,0.04590066101963871
297,vehicle,DET,0,1,183,0.7115131993001444,0.0395115612314229
298,vehicle,DET,0,2,183,0.6751154920051594,0.0424258571483123
299,vehicle,DET,0,3,183,0.618028482547691,0.04246348542255349
300,vehicle,DET,0,4,183,0.6815565317679961,0.04169990127584875
301,vehicle,DET,0,5,183,0.019591165075452447,0.08571162403715502
302,vehicle,DET,0,6,183,0.39951458099736153,0.05691123775716216
303,vehicle,DET,0,7,183,0.05415991953209991,0.11658032612917543
304,vehicle,DET,0,8,183,0.8495113698737351,0.028618393495352244
305,vehicle,DET,0,9,183,0.8607182984237901,0.027369562913275882
306,vehicle,DET,0,10,183,0.8722703244590865,0.026217247716449482
307,vehicle,DET,0,11,183,0.31561202419620643,0.051277226620118375
308,vehicle,DET,0,12,183,0.8942320037192857,0.027889493325885386
309,vehicle,DET,0,13,183,0.43940406347621797,0.04922796592169333
310,vehicle,DET,0,1,245,0.5223448161580725,0.05474840496321563
311,vehicle,DET,0,2,245,0.6246371202955493,0.05031274065359694
312,vehicle,DET,0,3,245,0.6516801172198768,0.04766471394506234
313,vehicle,DET,0,4,245,0.686765986830007,0.04781186082513495
314,vehicle,DET,0,5,245,0.42800410367460273,0.05707696653792894
315,vehicle,DET,0,6,245,0.7707098641350767,0.0420162666611358
316,vehicle,DET,0,7,245,0.10674356270678909,0.12595603184382254
317,vehicle,DET,0,8,245,0.7173368410890825,0.060650818777965305
318,vehicle,DET,0,9,245,0.9437908030038787,0.02176718980833121
319,vehicle,DET,0,10,245,0.7163241764639589,0.04887842176832014
320,vehicle,DET,0,11,245,0.6618903986832616,0.04930386399804776
321,vehicle,DET,0,12,245,0.7274252747164204,0.045140451322481165
322,vehicle,DET,0,13,245,0.3561991588443667,0.059677488871112974
323,vehicle,DET,0,14,245,,
324,vehicle,DET,0,15,245,,
325,vehicle,DET,0,1,293,0.6639455261564587,0.043264373806665035
326,vehicle,DET,0,2,293,0.6168289971246015,0.04437376511053878
327,vehicle,DET,0,3,293,0.6602501938914344,0.041515302776525875
328,vehicle,DET,0,4,293,0.5892992670245746,0.04289285045318244
329,vehicle,DET,0,5,293,0.26063441201213783,0.0742157892021526
330,vehicle,DET,0,6,293,0.12167882304542656,0.0828264355539507
331,vehicle,DET,0,7,293,0.6019594585541498,0.05558296592185552
332,vehicle,DET,0,8,293,0.4704386583840683,0.07718799744897155
333,vehicle,DET,0,9,293,0.6989973064826824,0.046628067143243634
334,vehicle,DET,0,10,293,0.6244394053551368,0.04275826301354967
335,vehicle,DET,0,11,293,,
336,vehicle,DET,0,12,293,0.6993059055991132,0.038147089021580274
337,vehicle,DET,0,13,293,0.475220157817341,0.04631284285578504
338,vehicle,DET,0,14,293,,
339,vehicle,DET,0,15,293,,
340,vehicle,DET,0,16,293,,
341,vehicle,DET,0,17,293,,
342,vehicle,DET,0,1,297,0.7121404951117016,0.04260453839736556
343,vehicle,DET,0,2,297,0.5950291864880362,0.044340577467730694
344,vehicle,DET,0,3,297,0.6654760920760351,0.041844865788252264
345,vehicle,DET,0,4,297,0.6760608250672495,0.0417784043631634
346,vehicle,DET,0,5,297,0.6497335172545763,0.04006188213000981
347,vehicle,DET,0,6,297,0.519600644676567,0.04540893634010766
348,vehicle,DET,0,7,297,0.7773133172364679,0.04039814385569335
349,vehicle,DET,0,8,297,0.20064713578042098,0.07283649737967211
350,vehicle,DET,0,9,297,0.3465742967381856,0.057087068238136474
351,vehicle,DET,0,10,297,0.3581781603001836,0.05677755324807537
352,vehicle,DET,0,11,297,0.5551764573073847,0.04351612291877803
353,vehicle,DET,0,12,297,0.5487422986673813,0.04387223302052517
354,vehicle,DET,0,13,297,0.4431137048053453,0.04809745583281942
355,vehicle,DET,0,14,297,,
356,vehicle,DET,0,15,297,,
357,vehicle,DET,0,1,33,0.49790670429735134,0.050568558002576605
358,vehicle,DET,0,2,33,0.5993390607560802,0.04858636117758925
359,vehicle,DET,0,3,33,0.5768903427885284,0.048629060022611664
360,vehicle,DET,0,4,33,0.6172115153143064,0.0482593314787665
361,vehicle,DET,0,5,33,0.2320213186623173,0.07857770968897194
362,vehicle,DET,0,6,33,0.3741070436403066,0.06271661559820932
363,vehicle,DET,0,7,33,0.2954057769001594,0.1064905676893964
364,vehicle,DET,0,8,33,0.8452220670352993,0.03510796148695557
365,vehicle,DET,0,9,33,0.964940802440969,0.015181103009446553
366,vehicle,DET,0,10,33,0.9480793034096727,0.019327247037607326
367,vehicle,DET,0,11,33,0.804675845266114,0.03427778620189979
368,vehicle,DET,0,12,33,0.8334837012775012,0.03188658911600619
369,vehicle,DET,0,13,33,0.3807992097698111,0.0540635812913299
370,vehicle,DET,0,14,33,,
371,vehicle,DET,0,15,33,,
372,vehicle,DET,0,1,362,0.4745344000410723,0.05502402748478162
373,vehicle,DET,0,2,362,0.5285050836886703,0.05394376417149905
374,vehicle,DET,0,3,362,0.6012675651692462,0.049951235683423266
375,vehicle,DET,0,4,362,0.6966912801058843,0.04838392434582366
376,vehicle,DET,0,5,362,0.5817877789567028,0.0509994354676944
377,vehicle,DET,0,6,362,0.8811623588824841,0.031235272312876785
378,vehicle,DET,0,7,362,0.3843915549025684,0.08191497168278088
379,vehicle,DET,0,8,362,0.2019918174475475,0.08900505133547192
380,vehicle,DET,0,9,362,0.9474762026300378,0.02325679509538755
381,vehicle,DET,0,10,362,0.947476201379327,0.02325679692475206
382,vehicle,DET,0,11,362,0.733242782235692,0.04562458264556352
383,vehicle,DET,0,12,362,0.7360866671273819,0.04501179661532408
384,vehicle,DET,0,13,362,0.31854846262847175,0.059867327970020284
385,vehicle,DET,0,1,401,0.5841941530799738,0.0489116974033283
386,vehicle,DET,0,2,401,0.6343221178413164,0.048571428935339875
387,vehicle,DET,0,3,401,0.5906534931801568,0.04996180749668427
388,vehicle,DET,0,4,401,0.5934199876730238,0.05001277635261672
389,vehicle,DET,0,5,401,0.6145790095912428,0.04564524496503335
390,vehicle,DET,0,6,401,0.6749907725261831,0.04378530066742557
391,vehicle,DET,0,7,401,0.8518790529832798,0.030920322371071052
392,vehicle,DET,0,8,401,0.2946874479864899,0.07615486640318354
393,vehicle,DET,0,9,401,0.2930109031024153,0.07763778829070395
394,vehicle,DET,0,10,401,0.3006645854719446,0.0663154562130618
395,vehicle,DET,0,11,401,0.4627041544915588,0.051629940252147954
396,vehicle,DET,0,12,401,0.46270415358379285,0.051629940276190736
397,vehicle,DET,0,13,401,0.42761215463495283,0.05398826933246977
398,vehicle,DET,0,14,401,,
399,vehicle,DET,0,15,401,,
400,vehicle,DET,0,1,407,0.5355218147709415,0.09159613404778333
401,vehicle,DET,0,2,407,0.6390642259890243,0.08744111843633641
402,vehicle,DET,0,3,407,0.6281578077984413,0.08731744578894582
403,vehicle,DET,0,4,407,0.6742829975331321,0.08681600551168732
404,vehicle,DET,0,5,407,0.4847499990585169,0.08848005611104505
405,vehicle,DET,0,6,407,0.6042054295645797,0.08402145994695732
406,vehicle,DET,0,7,407,0.5220428257993335,0.0838881817997553
407,vehicle,DET,0,8,407,0.851980084086746,0.05652098726038543
408,vehicle,DET,0,9,407,0.8745228068986882,0.06653737192578664
409,vehicle,DET,0,10,407,0.6957976453175334,0.07667576451139814
410,vehicle,DET,0,11,407,0.6210667378641951,0.08847756575168828
411,vehicle,DET,0,12,407,0.7013287854996054,0.0849460345279244
412,vehicle,DET,0,13,407,0.30296271984671796,0.09721228049059033
413,vehicle,DET,0,1,447,0.7314585550234319,0.04968154008235478
414,vehicle,DET,0,2,447,0.7285605147509051,0.05013177321930289
415,vehicle,DET,0,3,447,0.6905267432236308,0.05213419139223496
416,vehicle,DET,0,4,447,0.6887118661038295,0.050916956173937065
417,vehicle,DET,0,5,447,0.38293366468756884,0.055353487001397306
418,vehicle,DET,0,6,447,0.2720800488019067,0.05902185363187883
419,vehicle,DET,0,7,447,0.27835064589637326,0.08749063324213645
420,vehicle,DET,0,8,447,0.7981455363039041,0.03728535466670594
421,vehicle,DET,0,9,447,0.8055177032122514,0.03746484171493564
422,vehicle,DET,0,10,447,0.8036335215645837,0.037110717409210875
423,vehicle,DET,0,11,447,0.5851733392262435,0.05044741054720355
424,vehicle,DET,0,12,447,0.6127461104383806,0.04948548111620881
425,vehicle,DET,0,13,447,0.5311662291445148,0.055356960264341865
426,vehicle,DET,0,1,54,0.5345248331040785,0.05213484881419042
427,vehicle,DET,0,2,54,0.5194035004447913,0.053490755268063774
428,vehicle,DET,0,3,54,0.7245929917733146,0.04262658281738068
429,vehicle,DET,0,4,54,0.5491869693302596,0.05180400470123135
430,vehicle,DET,0,5,54,0.40719618974623817,0.0642304682315333
431,vehicle,DET,0,6,54,0.7041709238914943,0.04281053401602571
432,vehicle,DET,0,7,54,0.23522455057886893,0.1120644275608406
