,category,task,layer,img,pred_idx,pcc,rmse
229,vehicle,DET,9,113,1,0.3464092203001397,0.08852369140123832
230,vehicle,DET,10,113,1,0.35795813303071133,0.0888526857327925
231,vehicle,DET,11,113,1,0.2855266558850785,0.09405685801021864
232,vehicle,DET,12,113,1,0.3386158788153372,0.09326819815584865
233,vehicle,DET,13,113,1,0.21583954417824933,0.09262704160914452
234,vehicle,DET,1,113,2,0.48137341308472137,0.06266322431875704
235,vehicle,DET,2,113,2,0.5537268196324215,0.05992410602235702
236,vehicle,DET,3,113,2,0.43252318480093344,0.06408655120774419
237,vehicle,DET,4,113,2,0.6497413874697889,0.05420432299618522
238,vehicle,DET,5,113,2,0.8232037889271533,0.043231617760513895
239,vehicle,DET,6,113,2,0.6842828798810662,0.052617806160248845
240,vehicle,DET,7,113,2,0.4480309704679737,0.09254770492916974
241,vehicle,DET,8,113,2,0.8786821091692201,0.03542865550020655
242,vehicle,DET,9,113,2,0.9310162796868231,0.026013322140552055
243,vehicle,DET,10,113,2,0.8468193218979831,0.053209275749391216
244,vehicle,DET,11,113,2,0.8935661304373745,0.040850457463272274
245,vehicle,DET,12,113,2,0.8405457913416416,0.0406280611877117
246,vehicle,DET,13,113,2,0.6894075511365285,0.055558585983664685
247,vehicle,DET,1,113,3,0.46074232399787723,0.051255809878655516
248,vehicle,DET,2,113,3,0.4399531466031443,0.05209679114774648
249,vehicle,DET,3,113,3,0.29928314220419155,0.057373406863115754
250,vehicle,DET,4,113,3,0.4708088181753982,0.05084900271921395
251,vehicle,DET,5,113,3,0.4047531151122881,0.05612770184306076
252,vehicle,DET,6,113,3,0.47212965116966765,0.05094403867013134
253,vehicle,DET,7,113,3,0.5251962628801056,0.09974122248938438
254,vehicle,DET,8,113,3,0.6674526374212715,0.08576935943020664
255,vehicle,DET,9,113,3,0.8724835226704637,0.028903949964822196
256,vehicle,DET,10,113,3,0.6983568107942745,0.057149561842980735
257,vehicle,DET,11,113,3,0.6546497117884946,0.04404718442737177
258,vehicle,DET,12,113,3,0.6105496401475939,0.045954440643048114
259,vehicle,DET,13,113,3,0.5139596478886084,0.050269572295968346
260,vehicle,DET,1,1145,0,0.3552623429390971,0.06263151152935582
261,vehicle,DET,2,1145,0,0.4864943349874179,0.05841478246202073
262,vehicle,DET,3,1145,0,0.4297032394276407,0.06275735005061721
263,vehicle,DET,4,1145,0,0.6314911538251576,0.052084494926212276
264,vehicle,DET,5,1145,0,0.6845507173450195,0.049034735492677506
265,vehicle,DET,6,1145,0,0.45801197393023857,0.05971484457064301
266,vehicle,DET,7,1145,0,-0.0669481948014784,0.10303335158518258
267,vehicle,DET,8,1145,0,0.2582628696536688,0.0819462330629205
268,vehicle,DET,9,1145,0,0.06746136926493272,0.07980773555959217
269,vehicle,DET,10,1145,0,0.22914110698850537,0.07537181063651492
270,vehicle,DET,11,1145,0,0.48813136595183704,0.05890196529657253
271,vehicle,DET,12,1145,0,0.5263736268962802,0.059098407368257555
272,vehicle,DET,13,1145,0,0.3478412978642386,0.06321057383297803
273,vehicle,DET,1,1145,1,0.6932421734405483,0.043817724137158495
274,vehicle,DET,2,1145,1,0.7301278284266504,0.044815298541389464
275,vehicle,DET,3,1145,1,0.7203017257433635,0.04429769167053823
276,vehicle,DET,4,1145,1,0.8322002132442632,0.03561455654118852
277,vehicle,DET,5,1145,1,0.8046459260662376,0.03823700237970377
278,vehicle,DET,6,1145,1,0.7168107765228918,0.04209331098723448
279,vehicle,DET,7,1145,1,0.11624702989751451,0.08918199077177474
280,vehicle,DET,8,1145,1,0.09401837827582309,0.07124112104870618
281,vehicle,DET,9,1145,1,0.44674527600903696,0.05794569836314709
282,vehicle,DET,10,1145,1,0.2049929611965972,0.06577524497059228
283,vehicle,DET,11,1145,1,0.48311127708166574,0.04964047197775475
284,vehicle,DET,12,1145,1,0.5048943081423475,0.04905738837786753
285,vehicle,DET,13,1145,1,0.4322909513810765,0.052471001969626695
286,vehicle,DET,1,1145,2,0.6079897236177311,0.04999415358690266
287,vehicle,DET,2,1145,2,0.5720636628614586,0.051364569481530085
288,vehicle,DET,3,1145,2,0.624168594738002,0.049128490812796397
289,vehicle,DET,4,1145,2,0.713523843144746,0.043887841330927574
290,vehicle,DET,5,1145,2,0.7272889890174108,0.04221571303389687
291,vehicle,DET,6,1145,2,0.8700576016972454,0.03322973483715377
292,vehicle,DET,7,1145,2,0.5477540306405116,0.06459113486548382
293,vehicle,DET,8,1145,2,0.434670710928517,0.09189634225227354
294,vehicle,DET,9,1145,2,-0.004400911121248112,0.07931098550303764
295,vehicle,DET,10,1145,2,0.4387248090907388,0.07140373228188694
296,vehicle,DET,11,1145,2,0.8345616644912542,0.03874664775391502
297,vehicle,DET,12,1145,2,0.38677388391254175,0.05741941340973417
298,vehicle,DET,13,1145,2,0.48563090408648085,0.053139258769563484
299,vehicle,DET,1,1145,3,0.5673176181392461,0.04772437251076416
300,vehicle,DET,2,1145,3,0.6816556093034561,0.04581385934784978
301,vehicle,DET,3,1145,3,0.5652683828572501,0.046217884635773615
302,vehicle,DET,4,1145,3,0.502983361810011,0.04883654708335229
303,vehicle,DET,5,1145,3,0.2679567840059288,0.05926143726254833
304,vehicle,DET,6,1145,3,0.27023535181245883,0.0837618214777057
305,vehicle,DET,7,1145,3,0.2948130283805476,0.09835185135017104
306,vehicle,DET,8,1145,3,0.19884954340172964,0.08561106731483875
307,vehicle,DET,9,1145,3,0.6436456315147804,0.045196024201511246
308,vehicle,DET,10,1145,3,0.628811817466241,0.04529487841873971
309,vehicle,DET,11,1145,3,0.8199628475356059,0.03657758932102221
310,vehicle,DET,12,1145,3,0.8708583756476334,0.03306198675905789
311,vehicle,DET,13,1145,3,0.37891834190020063,0.05244537449932457
312,vehicle,DET,1,1145,4,0.502017375238206,0.04732564759633235
313,vehicle,DET,2,1145,4,0.5814291873359746,0.046143916752540745
314,vehicle,DET,3,1145,4,0.6806699183111126,0.04203031341544321
315,vehicle,DET,4,1145,4,0.7622260417916035,0.03667258914953125
316,vehicle,DET,5,1145,4,0.4213237039076831,0.052197651552638835
317,vehicle,DET,6,1145,4,0.44571343460890306,0.04810061326611804
318,vehicle,DET,7,1145,4,0.3994294865460821,0.11577521219123188
319,vehicle,DET,8,1145,4,0.6941452524993629,0.044954439394798235
320,vehicle,DET,9,1145,4,0.8132591107101356,0.03473077476053208
321,vehicle,DET,10,1145,4,0.5701707709330537,0.045540411383864464
322,vehicle,DET,11,1145,4,0.6065170349146924,0.04043345631579427
323,vehicle,DET,12,1145,4,0.7389296419400208,0.03449212042200851
324,vehicle,DET,13,1145,4,0.4582954078291482,0.04648851061684207
325,vehicle,DET,1,1178,0,0.5730273886512642,0.042782955295423725
326,vehicle,DET,2,1178,0,0.5109511727937998,0.04573203215837708
327,vehicle,DET,3,1178,0,0.48068137740683353,0.045638069626782365
328,vehicle,DET,4,1178,0,0.5624316309038496,0.04484263978729644
329,vehicle,DET,5,1178,0,0.7650337930807916,0.03464596219509785
330,vehicle,DET,6,1178,0,0.6118927535366113,0.05093973161919699
331,vehicle,DET,7,1178,0,0.6998729650372477,0.04358457482037813
332,vehicle,DET,8,1178,0,0.8354773979264307,0.028618428843673858
333,vehicle,DET,9,1178,0,0.8409094487309174,0.02825391879586744
334,vehicle,DET,10,1178,0,0.8583699711314677,0.02721360288882354
335,vehicle,DET,11,1178,0,0.848263512500169,0.028803022733529565
336,vehicle,DET,12,1178,0,0.8553723722408569,0.030701207469359896
337,vehicle,DET,13,1178,0,0.43891720027647,0.04719944340357053
338,vehicle,DET,1,1178,1,0.41714839407260623,0.059569414795422604
339,vehicle,DET,2,1178,1,0.352062970732362,0.05823975697096454
340,vehicle,DET,3,1178,1,0.5758572420268918,0.05088444760427677
341,vehicle,DET,4,1178,1,0.5842476557800225,0.05323467986998493
342,vehicle,DET,5,1178,1,0.5116463007959893,0.05346217736615124
343,vehicle,DET,6,1178,1,0.5912840437811502,0.05935026821851058
344,vehicle,DET,7,1178,1,0.6373783589380037,0.07667183460198147
345,vehicle,DET,8,1178,1,0.9100545381858909,0.02600861900315929
346,vehicle,DET,9,1178,1,0.8191102880454321,0.05226360705779313
347,vehicle,DET,10,1178,1,0.8455579900795225,0.04406409166130882
348,vehicle,DET,11,1178,1,0.7368911895924645,0.04578858718667715
349,vehicle,DET,12,1178,1,0.7594363134662939,0.044236007558435333
350,vehicle,DET,13,1178,1,0.6701330135021487,0.04968339150626237
351,vehicle,DET,1,1178,2,0.5154541414962749,0.06017211564148863
352,vehicle,DET,2,1178,2,0.4670128251727649,0.06162324761122849
353,vehicle,DET,3,1178,2,0.7339810997142912,0.051553555469514276
354,vehicle,DET,4,1178,2,0.6901062008834311,0.05420138507520087
355,vehicle,DET,5,1178,2,0.7326872772926797,0.04752059652216636
356,vehicle,DET,6,1178,2,0.7299508668135931,0.04798051051596335
357,vehicle,DET,7,1178,2,0.5433893753359094,0.0734593701716592
358,vehicle,DET,8,1178,2,0.9082582785353485,0.02919099530424713
359,vehicle,DET,9,1178,2,0.875672756180145,0.03409054263691803
360,vehicle,DET,10,1178,2,0.8458807878823705,0.03798726387219534
361,vehicle,DET,11,1178,2,0.9225936904327887,0.03177032008390228
362,vehicle,DET,12,1178,2,0.9163563960369088,0.03488796757387486
363,vehicle,DET,13,1178,2,0.6786329153014387,0.05493211458568885
364,vehicle,DET,1,117,0,0.24580275210188837,0.07622932623375982
365,vehicle,DET,2,117,0,0.21108118129938203,0.08055399680630612
366,vehicle,DET,3,117,0,0.29813811299243376,0.0822489327498716
367,vehicle,DET,4,117,0,0.28757906091779006,0.08755201729867308
368,vehicle,DET,5,117,0,0.34093859464405996,0.10109511398705914
369,vehicle,DET,6,117,0,0.18475413278653324,0.1209197761578226
370,vehicle,DET,7,117,0,0.22067606491113137,0.14674900088052198
371,vehicle,DET,8,117,0,0.33628867322464573,0.07993958486573284
372,vehicle,DET,9,117,0,0.31210065274127713,0.08049582390798636
373,vehicle,DET,10,117,0,0.33314583148021876,0.0801653412120355
374,vehicle,DET,11,117,0,0.39304617745704773,0.08416662804271595
375,vehicle,DET,12,117,0,0.3421645428693851,0.08819893099536227
376,vehicle,DET,13,117,0,0.3270747075876007,0.07661950904561032
377,vehicle,DET,1,117,1,0.2749836990026914,0.07789974086598382
378,vehicle,DET,2,117,1,0.40914935581592005,0.07103690675110168
379,vehicle,DET,3,117,1,0.4631115792161672,0.07063526897062061
380,vehicle,DET,4,117,1,0.4084813826489651,0.07391104216831516
381,vehicle,DET,5,117,1,0.3773668787020798,0.07755428955990426
382,vehicle,DET,6,117,1,0.6668212142150787,0.061340267588539825
383,vehicle,DET,7,117,1,0.22878212060450032,0.10647412879587086
384,vehicle,DET,8,117,1,0.6827946930695131,0.05717285703620542
385,vehicle,DET,9,117,1,0.8424214138699042,0.043308620566120136
386,vehicle,DET,10,117,1,0.9274232993185061,0.02949711378210009
387,vehicle,DET,11,117,1,0.6469214810385605,0.06397816909294234
388,vehicle,DET,12,117,1,0.6820057434633346,0.061253251279786224
389,vehicle,DET,13,117,1,0.4958013265588631,0.06984557475023749
390,vehicle,DET,1,117,2,0.4493690494112038,0.06766538614133698
391,vehicle,DET,2,117,2,0.4406029585383007,0.06792170942765886
392,vehicle,DET,3,117,2,0.5221719084518798,0.06540124776872436
393,vehicle,DET,4,117,2,0.4330185627145597,0.06878480331970416
394,vehicle,DET,5,117,2,0.3304094665773874,0.0792261618112634
395,vehicle,DET,6,117,2,0.5823004779478945,0.06384064991288348
396,vehicle,DET,7,117,2,-0.02933763054292272,0.13945305473381814
397,vehicle,DET,8,117,2,0.5072280900716013,0.08442254479839889
398,vehicle,DET,9,117,2,0.570987443429192,0.06256382683120011
399,vehicle,DET,10,117,2,0.5248005302492855,0.06532726557063952
400,vehicle,DET,11,117,2,0.581298882253449,0.06462725687691037
