,image,1,2,3
0,1048,0.6596650098490959,0.5352929616788502,0.8875984158782495
1,1084,0.47766445857106676,0.46219323299394466,0.7915421594055304
2,1099,0.530868097300223,0.37456562042415126,0.689238244914573
3,1128,0.5330192387609167,0.44825797247906723,0.929000074936633
4,1166,0.6208116788538021,0.5890465485142581,0.8993542094772902
5,1176,0.7020505139682518,0.42629768617982583,0.9172444299945771
6,1211,0.6098520733412032,0.42390224315781827,0.7496507821248011
7,1287,0.5283541258435497,0.5129829505901532,0.5902167297841635
8,129,0.7051629067350891,0.503547937077272,0.5768544623354834
9,1304,0.5931292766711849,0.4375410882765465,0.7864795732078391
10,1313,0.5549734490520757,0.6234116403958492,0.9596589673064391
11,1337,0.6345686603071401,0.47210724387557784,0.8819698311668547
12,1389,0.6250684691327051,0.49278213581095837,0.7989884025576945
13,1451,0.54992957160848,0.4574041224513517,0.6725335034546436
14,152,0.5266824762181201,0.40671300434224694,0.8538890660676641
15,1554,0.5763449026212857,0.42212626677674625,0.852967854107896
16,1578,0.5892216467407703,0.3583560115770714,0.9219741418398877
17,1607,0.4877698138378027,0.48434187948006796,0.36175145459744873
18,1624,0.6504794249567265,0.5881277750238101,0.5530451426548926
19,1640,0.5526774337180093,0.3385200019137828,0.42305503016388896
20,1662,0.5593208885779216,0.41808433798692596,0.9321605725528308
21,1685,0.5431369099557353,0.4772800062084621,0.6116678829455096
22,173,0.6275689902503327,0.39723346510544183,0.7190466260512396
23,1731,0.6643947446380531,0.35652875404277956,0.5517583162371487
24,1748,0.47831608375157464,0.3383447037972522,0.5342008137364467
25,1783,0.5886019583153239,0.398199344429534,0.7832661149485001
26,1918,0.5882856593290132,0.27651984165636784,0.4560506573214536
27,1926,0.5241147283898333,0.49345466353908535,0.9239052442654672
28,1994,0.6176348111150654,0.4966182256814656,0.7729045370762784
29,2019,0.6020525089081424,0.390933100105101,0.9582539408500212
30,2028,0.5808425795663501,0.4065661949002943,0.9590733334684243
31,2090,0.5862477645134764,0.5251257865925404,0.5984692467634967
32,2102,0.5311353064524481,0.39229818164426594,0.7086744493905498
33,2164,0.5252922005729601,0.407440780409499,0.7382162312214875
34,2170,0.646312144030732,0.47394013048539163,0.9150021602745813
35,2223,0.3311817881664242,0.2582254443937774,0.5808720816912067
36,2226,0.6465418291270566,0.23447022052021294,0.8408589712453731
37,2229,0.6321644517947522,0.46065462489214487,0.9049714153333506
38,2252,0.5435567272488464,0.47267554525024424,0.5103895262394783
39,2312,0.5350760509107955,0.6059674253782584,0.6407862516887017
40,232,0.659465561834337,0.5182685715908378,0.9319938055994932
41,2327,0.6003410134730262,0.5129723816836484,0.7825998122678953
42,2392,0.6534554218703174,0.5072842516787521,0.5204343576154372
43,2393,0.5249348275749919,0.5440850266939552,0.6798026286870533
44,270,0.6393797349229506,0.5108448224528732,0.8375531710030396
45,282,0.5145158034553876,0.4649448231646561,0.883912853112557
46,34,0.4769718871204809,0.33982306135654045,0.817068657731418
47,380,0.5235714027811367,0.46949425225673885,0.9014937741238152
48,389,0.5517449989721337,0.30467397422665027,0.8841904611884011
49,391,0.5388509152093498,0.5002320340449865,0.7983774081812883
50,411,0.5192529384195625,0.49844651947660235,0.6233995296028089
51,421,0.6555569986961577,0.43149595373666333,0.7245358461238631
52,470,0.65737935233694,0.4464376430536369,0.34861268616166885
53,488,0.7002089739079653,0.48671495726521735,0.9267499124576982
54,558,0.5932095587160239,0.4726258913052672,0.6827072788130765
55,59,0.5691634623309725,0.246740831564542,0.8303768584663913
56,601,0.6375897596431018,0.4896422031265783,0.919782936876002
57,631,0.6748651233176041,0.2970085298915382,0.6678833105273452
58,683,0.6123084213253783,0.41395889491404336,0.8992153280606608
59,703,0.7017522465528634,0.5795544169378751,0.6594211455880259
60,760,0.5551825993579532,0.5361702348592925,0.7796938195237457
61,775,0.5803600949418763,0.5924884224156846,0.4237168950285747
62,865,0.5698389462560854,0.4314567591207197,0.44403845519410456
63,883,0.49556435600594584,0.29918812317531646,0.7247511669457865
64,919,0.584726332889927,0.4884347964809546,0.5671345013975617
65,927,0.5335386374954763,0.29280373873987786,0.6166382571675978
66,932,0.5523153481535322,0.2731598585364422,0.8864480087272627
67,99,0.41728837665886137,0.4986339936242968,0.6645661623713799
