,Layer,2170,1389,760,1176,2252,173,1084,480,865,2019,2164,1554,362,2393,1783,1918,99,1578,1304,1121,2229,1211,1994,1607,232,380,1662,919,1128,631,1287,1685,1926,883,411,59,470,932,1451,2392,2102,2223,389,270,601,775,282,927,1604,2275,558,2028,34,Cluster,Task
0,model_1_act,48.37028449930669,245.20905936592055,177.19187956460746,127.66457277914608,177.9547119544418,71.95582053034053,230.87362076125595,49.748809721137235,77.71969315136165,267.8094890889894,252.70832228665486,258.89735953689654,81.58761707577486,141.5358330280132,88.52663697912584,163.31389508689966,354.9633143141691,53.214963795333816,138.44433493607517,170.12102761006014,362.47117059087714,97.85508633094798,54.0887811328064,182.1181778739765,286.5208206652418,241.28121899270718,110.12057948256526,196.77216071595572,151.78750988487388,85.97904487538815,182.88731247847232,192.37052315552458,300.8438962618376,397.14016562481453,143.9324655426595,163.09743037851842,70.50895475851746,83.69818695035873,221.9021817694865,279.5778576313089,33.59185248880371,192.54929109631107,482.4198778141129,81.4146803532235,165.6498193759656,207.32254769834617,342.0009815012318,193.7078043843049,61.30425231204426,167.7304492158812,126.52067818567218,77.19651133554274,145.68879810026397,1,DET vs FullGradCam
1,model_2_cv1_act,61.99205551786396,245.05669420060627,191.39971331653246,127.9882929053218,190.6416752040609,150.2555054266173,239.14510048797774,48.09063753002779,79.35798774285351,285.1094024622342,232.66906708910165,278.68077565510384,84.58628759099938,140.40360707637015,41.143264187977096,163.7178860181101,362.3427408227618,59.79396194265631,149.32542691758235,167.38880620364884,356.4444897987421,104.04053255717801,52.11281822084017,187.02293868552076,294.11742608572047,257.4667811667812,110.14435961974978,203.27704516323294,164.9182775142736,85.98247183045083,134.43880075915803,217.67529919233982,313.0133722359303,373.9076027267075,151.62679530806972,173.12207313392526,68.19399459176077,89.48287883569597,232.49816416720728,281.09571373920136,30.89577797615277,202.79791838015478,486.293382335996,88.1742180889065,169.11009702299813,212.000939209646,307.7441914148676,195.3444732222894,80.31082311600785,171.28292519824203,130.0130259376037,81.16051488066223,154.2680841372419,1,DET vs FullGradCam
2,model_2_cv2_act,49.58128447397627,240.74103207809299,164.44981162815762,117.70124251205485,175.41205574322862,47.65836073709255,229.907355669046,44.65089109934762,71.95027658878051,254.77994594757658,239.83768523528857,259.3397961223532,78.19738575690745,144.31592871672467,95.17660910217,152.3541887042503,349.4738871705363,53.59636790146954,128.50013517150578,154.01800897627703,356.77309063450696,98.88920821384116,56.85657958183179,181.38870989887994,277.40788002754084,223.2402870561698,105.64631551442547,146.70997255219814,148.30617419536122,80.54653834548972,127.41033393764549,174.69134176833913,288.646605502928,364.7007045689221,132.4761711159013,148.71881662806203,73.83234446495553,82.21294654482092,197.57794110969076,274.0277273550866,41.52654729694632,192.58619139421216,458.855003034442,79.85929148834794,157.7643976141763,200.33990519703696,335.472064827611,202.56609115857367,50.61128327345043,173.60677838224555,123.85659619787776,67.65537865773712,133.4437897658554,1,DET vs FullGradCam
3,model_2_m_0_cv1_act,58.3017339152497,243.51074915776204,182.38766559007792,121.51772740689215,186.78361529082042,80.63322647768601,225.30108538880546,47.59471411778217,80.56972835633628,264.6792129079099,231.86631133760324,258.83133430907594,78.11329928795801,135.27909372496416,41.14619564168263,156.35263347633617,353.5000023632683,50.223430232332674,139.83770745489966,168.03356012319398,352.0798220860143,101.4835883913537,52.592710313381914,180.47124485291255,277.2327630582653,251.98943556520226,102.82939271607461,193.01832602942534,152.27042600586435,82.89430872299528,199.98768220251247,213.81702817082416,301.11065393069686,365.2147878802218,144.84087491640958,167.43722463560795,63.06860561971409,84.57243113740671,221.33742514073083,281.3297347586277,31.95309436165766,197.81102560630762,475.6296529311598,86.97731473646843,161.42604690744105,215.45244382147962,315.5985013514072,190.87384165324883,70.03896051260601,173.0800502013324,126.06054753452801,91.04740783377059,140.06804351416145,1,DET vs FullGradCam
4,model_2_m_0_cv2_act,56.23214481096767,234.08670735597389,174.76589330651692,113.97930433715652,182.48075265223557,67.29994541950725,235.13958749501148,47.27846940653323,80.5681055596306,278.86770493083463,233.2829830611994,255.53212535722886,84.54477266487632,138.0252548688973,48.13752308936115,160.93840925070415,363.3386338269345,43.74575937181341,136.16693480247997,173.15765567340338,355.610332218545,102.61133567963358,53.20967596315978,180.85896781122435,288.9886175542977,257.45091596620034,104.16892089933756,180.01974985192658,152.0700963197535,84.944805210653,177.6309115032786,194.58912728115953,295.4781137913511,361.25164901883466,143.16493185327423,162.98593294571077,64.04999506304338,84.5613930359527,218.58345442480106,292.6011618589006,28.730110261347754,194.93387609409885,481.40100852225294,75.16903920275803,164.37303601092344,213.21646982455798,332.2057438188625,198.88692783527054,61.028090737612615,167.7670975064852,127.97576826886792,73.83472637459957,141.71384221675947,1,DET vs FullGradCam
5,model_2_cv3_act,57.81732164374226,242.39652416733554,175.5648271084101,129.5869153986592,183.60382907681114,53.73338242263351,236.8670525721229,48.98107319781579,79.98759925848614,277.4624380279734,240.80747541917552,275.40280158689785,82.16534606576707,138.41959921813682,40.9878346091168,149.4758882289238,346.72268270263237,43.02626382182288,131.09970384104344,164.95664428327075,350.32175981451087,100.33370657005621,57.76106570284218,186.76068818999508,297.68849776470563,250.24457615763646,106.09248685544955,155.50456622377936,151.23835729452554,90.52825613038297,127.49906962224887,194.6484659493326,319.91208052931404,363.33111932956746,141.07998506541497,162.23169093037882,69.63163582340098,96.71328616052985,227.05027472751644,274.9450379599292,39.809145230410266,194.9458016140573,457.5272627330802,87.84400811908594,158.58783428009946,209.04231702750934,314.8852204666234,209.0336624650974,73.04549983490394,173.79612231917176,122.02463558360881,74.02252603084148,135.4344868424992,1,DET vs FullGradCam
6,model_3_act,52.31295959375873,223.44596613274,160.67314521854132,115.90059868769704,179.92838831019162,73.78056365421395,222.58113236951436,52.32133232293115,73.5698094627549,276.77462753293645,229.43076754075113,260.609281851249,83.69831372582814,125.74734998940883,69.25229179028031,150.8185893686958,341.81561420491624,52.087483375237476,126.04343400787624,162.81148754271555,340.5706688323512,83.28195302161993,61.41188221954382,181.7028091501639,277.760055878671,239.98097187920504,104.88627223238507,139.51948035843577,151.04864610222273,91.22776695825686,122.78096006107567,169.12617356396112,308.956273446124,346.70540261834503,135.26748565331113,154.5604196021061,63.16049603308203,84.76133112790154,225.6436572192054,275.56168701393244,39.706244452819796,182.99321331844095,468.78221203134683,76.31792644595404,152.02302366546758,200.02764653703605,307.9596665491366,196.91837002708547,58.634968460561865,173.7677002999675,114.4092388623252,70.30371976859418,123.4560157486504,1,DET vs FullGradCam
7,model_4_cv1_act,59.68826095422608,239.48204403896273,179.36282920934184,124.78120599496205,177.25676819133525,80.7503758293443,232.37571895346574,44.91684417451467,79.44106849458423,287.24492111710737,240.46543609391037,273.2591434389773,82.57612364405112,138.0975538317885,95.07176035343693,152.61665463068283,361.0859440521699,54.64293625597821,128.5049637130656,164.60073652847944,346.0760671507075,103.08726009330115,51.708484390448646,175.51496877002242,297.3866544134091,268.0473417794826,107.31554792613255,133.2380301310543,144.0631241958642,80.95794297166368,182.4405217403297,199.62285454131154,316.005479291306,377.15726972280174,143.25654631057228,146.32959860722326,65.12616356431019,95.9080593425769,206.7230489035785,269.3381214796037,48.22382988212085,186.1326215445257,460.5664304167721,80.1358819357787,156.39190264041355,200.9459433658192,313.7394933923008,208.00228332334422,62.64013137722597,171.59589360355375,123.81023390135044,70.34251904181991,134.604362748792,1,DET vs FullGradCam
8,model_4_cv2_act,46.12377655684114,229.9227186425832,154.60714072099722,111.54820702571507,178.78731763998496,57.93695704760103,220.21817592643515,49.991517782104886,73.90442437304591,246.2184122991814,234.0212455385626,260.6976567811482,83.04095919419574,133.78824116334067,56.54374479743878,149.44245731005748,359.10583659173767,41.384977203551806,123.8897091815926,165.42673306557055,335.6350269799683,87.31314643395336,60.749922970140176,187.48385676719442,259.75797332942125,220.86695815399463,102.91947988810232,139.08234543617482,147.3718027390073,84.10008530578394,180.96121231871788,160.4321431482067,290.42599511367973,324.94708889168714,128.10120074990294,149.60250300733472,66.05116475522777,80.18615174992016,212.67060281666545,284.167873628191,38.899743964883726,180.75311321600185,456.1878509324423,81.15746426462997,164.53637500746385,212.5440383794759,304.96201863842043,179.73952493978248,59.8098445395071,167.1208167673344,113.8431735378835,71.98999785647608,128.74323473526695,1,DET vs FullGradCam
