1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.5391918098964178,0.44049200538500227,0.3323547341832587,0.5294532804498919,0.5086630894156132,0.49343967012702095,0.3844587215282068,0.5998568444099995,0.6488288066248349,0.6092365873490112,0.5746750204204318,0.5274514645920245,0.3957897338916109,0.25938193604211096,0.5965731182851399,0.33384626104890813,0.7735875299598721
0.45622670444160646,0.4030680202306828,0.32438143221096294,0.46345739274091025,0.44629158255471224,0.4131106021940195,0.2792792664387232,0.41616577329489723,0.45783940494433484,0.4601973161263013,0.4526325872991997,0.4062090143751676,0.3353837150161162,0.30396230949693864,0.5256873275512921,0.35149274646343037,0.5604305216850423
0.2345316247391326,0.19353838633270282,0.16108235794975564,0.2310707498562737,0.2144638622762491,0.2816354150615337,0.21825434938605273,0.2682271128307556,0.32908018053728416,0.31726649022224607,0.2730077777465673,0.25091468002446893,0.2636097017478559,0.2777169702577311,0.217237390583972,0.41589084891233125,0.46296417459211325
-0.015510980686456436,-0.004792255119297099,-0.005391867050237254,-0.005909298491052992,-0.0033211994944598857,-0.02503345541969286,-0.014673048601708224,-0.0016249245558724494,-0.017408423510430607,-0.00603847703504467,-0.008996784279679164,0.025418228704029787,0.024231890042912187,0.020165837709921003,0.02127005542210101,0.03463164412729848,0.04742599984162594
0.20957754500673795,0.16456519309154696,0.12317133199761189,0.19944010961096187,0.22215194152669734,0.1921571976548664,0.12158816016560418,0.2771278038230247,0.22989951061203373,0.23346183017849698,0.26636345985483667,0.27881003038335167,0.271330385954579,0.1882616705988627,0.3279592262061492,0.1780594280816939,0.37154877322472374
0.24486838755514978,0.18124236419634823,0.1411384260976104,0.20197770099568482,0.24816633032698332,0.2409270979212153,0.12956913871740122,0.2697717904135332,0.1576253683418852,0.17817905470399512,0.19421747604910622,0.24344553857748982,0.22700891044464871,0.2272763038299902,0.36866990677970324,0.6341806560437013,0.6601149578962309
0.1384523805758366,0.11090237986488055,0.08050003853775835,0.1459912223880502,0.15980769951615612,0.1318231429684242,0.09444862017731318,0.13576164422787534,0.08380408479790297,0.0691724934677789,0.1076331537493687,0.12859264932199355,0.11496172607013465,0.09489391172026775,0.22238158858672544,0.13664891029694728,0.2592262261185442
-0.006427591862326773,-0.0022221940082839606,0.0007057116736336542,0.002047358611131584,0.004683904326898975,0.01941007491095104,0.014907946582290544,0.019816295534073602,0.022814296675815016,0.017097385395444774,0.018301519961417653,0.024508463981845672,0.02899000128452606,0.036459925798004535,0.012919024702965154,0.061032487914893886,0.05792449588313656
-0.013505598132373842,-0.008694922451072373,-0.003716227248976784,-0.011106868415053251,-0.012368870000418102,-0.014801446828321092,-0.00947889989259386,-0.022305570035202945,-0.01966465554431965,-0.020969242443260316,-0.018630824129505723,-0.02273093426322613,-0.023086452273613143,-0.01743362095248647,-0.02055549281161092,-0.023951806677257013,-0.02500914055669953
0.03036419887989808,0.02687925844220901,0.01955258064753338,0.03139827250290313,0.032689854262578706,0.027166041381554002,0.015955271009482207,0.025274633416870432,0.03378827691758051,0.026286281834536445,0.02273856314394003,0.02030585435279184,0.01842852026868088,0.011207079128346393,0.015965051210035115,0.019970693557737305,0.03136487914123316
0.0002847368694132036,0.010325899125846222,0.004583931005592409,0.01925460064921318,0.025701879979520545,0.032351474495123975,0.025321970652850415,0.03897662765828911,0.029781507037549736,0.011537462458816556,0.006999193730798433,0.0033425732586016554,0.003039400125388966,-0.005651334202219939,0.05884703077407412,0.04952482939958151,0.04551579484349488
0.21574101569039356,0.1903646728779673,0.1447287504345559,0.20850361892188493,0.21928436443357738,0.20981388356529773,0.13640354783775577,0.1838005873839937,0.14788188049425274,0.1496101274346663,0.14756207367823285,0.15951938285238287,0.14991707558955517,0.11300674631470459,0.253286075671821,0.2728046204159515,0.35700199028420065
0.3192005585152978,0.2723645349508005,0.18167083383889668,0.35265586693816353,0.3689537791631903,0.3480438924067891,0.21820686930495253,0.43365625746768666,0.41588737151935035,0.42338011133871783,0.3729751934188031,0.29690465048134146,0.21327329726155528,0.2275347861745476,0.510590991522673,0.5774814425134085,0.6179743544413475
0.2596970281502188,0.19444395304746007,0.1244505780931018,0.2053506761201631,0.19251417763406056,0.1756046188055811,0.10172784601886217,0.2454108638459456,0.35460015019755164,0.4751038578918629,0.5112835408016851,0.40772264332999814,0.3406389023182561,0.3367283548719132,0.18388608659993444,0.5636928888644043,0.6790064871963801
0.18332764795910902,0.18060981584324318,0.11203710469844864,0.2140122034695522,0.203080567498787,0.20078382021345367,0.1433004388272229,0.22322382598240614,0.18445540198748267,0.1342553754811165,0.09909105467757948,0.03824007667662691,0.010296278027888723,0.01708791052526779,0.05070200257191127,0.10677724666864269,0.17659440362016973
