elephant_97230,giraffe_287545,chair_81061
0.18267989118667355,0.3116046475240117,0.0921481839287574
0.23612543820841156,0.08680578798747436,-0.015586775535672606
0.23338775077221663,0.24556895365635256,0.00943306438065726
-0.042582752900826214,-0.057900979840912,0.0425091761415984
0.30345154640572075,0.21294181764937906,0.09302590690422925
0.19974326557907124,0.20781375327245447,0.16331543253759007
0.39456637412355555,0.21010169653368133,0.10190056437848882
0.0009574550676909651,-0.12628504250127057,-0.14726026866244302
0.2906567102257023,0.2994833091701833,0.09526355034021754
0.07150917613941657,0.12499293108338962,0.15139759493634458
0.1301055263880216,0.1468083452261045,0.10827615962155629
0.32657918719481954,0.3044083726059822,0.22893190440723815
0.16924722930769664,0.07416427151678623,-0.054611059746450336
0.29539327095226564,0.3403640179379189,0.18880379277664666
0.47356965091510844,0.26410493336844787,0.05879422139362933
0.3871361153702101,0.3923101990664818,-0.03253845874580638
0.4561718614171868,0.22217558571568133,0.21632290134196305
0.39832549958358593,0.22294217901813368,0.00584943619002391
0.30950870180823,0.4363455644141582,0.08290259858781025
0.42994989959770835,0.18528096914560166,0.09058753340083478
-0.032233362653212076,0.023844856683369504,-0.037194767300264955
0.3700886827982484,0.3604147707386414,0.012971684674841846
0.1629559333046554,0.08717084571946865,0.21697298123844444
0.4564330197409515,0.4430780832453681,0.13895667586477053
0.5015504678761254,0.4266315975371976,0.11050269866840015
-0.0008868464571226592,-0.0010343311368774307,-0.0011950549427373776
0.5452819560358045,0.2989606920951758,0.38988728055009764
0.4672529264865093,0.4024289562449708,0.26116375151234805
0.4205942145467392,0.25519234366808924,0.38314534505302106
0.011278615240795823,0.21724052936304733,0.18299486276042826
0.20321436543713856,0.24525261003127385,0.0035545043108899423
-0.0008868464571226592,-0.0010343311368774307,-0.0011950549427373776
0.12653222840183473,0.3537643717043293,0.5254984800651028
0.2335593365488689,0.3846721063789505,0.36369069317206076
0.3737765938359472,0.32641620607256017,0.39806365728283255
-0.08401335837913142,0.2971825182736821,0.3271592045283338
0.36628118310785135,0.5343239865318232,0.3787464654425654
0.09359013848836699,0.06978819472245006,0.06562196222498928
0.13441477156498202,0.4581335251303535,0.5347239452575178
0.008046818398467067,-0.0046877264449739706,0.0458687021076226
-0.09101355679625069,0.25161053723970467,0.2516606852843745
-0.009968624621889594,0.3007946594492266,0.4538669749502777
0.3203146754188995,0.20994239393281888,0.2541970355040911
0.41936027124338393,0.4106368650778817,0.5072803442871087
