,image,1,2,3
0,airplane_167540,0.5577427808785613,0.5394906381087237,0.13779740444563243
1,airplane_338325,0.6380956373852376,0.7626427075601974,0.26012984369135816
2,apple_216277,0.5095021329241367,0.4489793344192847,0.31193051325041826
3,apple_562059,0.23595491090012946,0.22185803124920805,0.2920175034989001
4,backpack_177065,0.10244452209637316,0.011440839575242267,0.004599342487763705
5,backpack_370478,0.4295907104682829,0.36125558613204517,0.30840125665189605
6,banana_279769,0.1958170267103449,0.13093277255936653,0.32702908254995805
7,banana_290619,0.3835869229854308,0.2778260425318572,0.3027669981806187
8,baseball bat_129945,0.0718651110215296,0.01139313021435539,0.002295682005235126
9,baseball bat_270474,0.47727400175524604,0.31063193137848893,0.13157988475060634
10,baseball glove_162415,0.28751724398043044,0.3100104668372547,0.14509405890389251
11,baseball glove_515982,0.2417922528382032,0.015806271758319283,0.008385829986615627
12,bear_519611,0.6143088134101324,0.4225158883042996,0.413423566013924
13,bear_521231,0.41136757011245617,0.34386934052365387,0.3445774119135536
14,bed_468245,0.46327625035123826,0.4006028970177016,0.3069865488180394
15,bed_491757,0.3293800227110796,0.4234255534022984,0.10419982332949934
16,bench_310072,0.4057811922285463,0.3630097861133556,0.32445639190912473
17,bench_350607,0.6845072521603082,0.5455517908832067,0.377815518873741
18,bicycle_203317,0.698541060329792,0.3317861185266916,0.3488997355968936
19,bicycle_426166,0.39191123251624904,0.31329943027261875,0.28962102150640295
20,bird_100489,0.04026665859054352,0.22981962944731169,0.17316764053667758
21,bird_404568,0.44922385009501387,0.28136843019210506,0.19313248777701
22,boat_178744,0.37545533237209244,0.510454818129043,0.2573990696117229
23,boat_442822,0.5567646150686655,0.522857073670366,0.4767914380291508
24,book_167159,0.20208565294524422,0.2758190045479461,0.1758031355074561
25,bottle_385029,0.40082784430048707,0.32958763876314223,0.20455183200651228
26,bottle_460929,0.5046641829856436,0.42965526445669505,0.29013476392137333
27,bowl_205834,0.3081880421884022,0.35912183740413667,0.24221433275602122
28,bowl_578871,0.15537670057421513,0.015971853159075483,0.017733325300134394
29,broccoli_389381,0.4773585372675703,0.3309948162559047,0.285043241184577
30,broccoli_61658,0.2859484834285534,0.44824482419854944,0.4191951565381487
31,bus_106048,0.6860098013108733,0.5652007094298066,0.5029870252598619
32,bus_226154,0.5453439476539851,0.4806338262786365,0.4085517768741865
33,cake_119677,0.3625536960068209,0.3995106532096641,0.22471080097468907
34,cake_189451,0.4907549119346587,0.5484164040924889,0.4661259981683809
35,car_227511,0.33870923642804496,0.3993493245147878,0.32513266346188824
36,car_310072,0.23337824255228812,0.26789001358583775,0.19356263009678984
37,carrot_130613,0.38272814763054297,0.29133476419186843,0.32841324382238357
38,carrot_287667,0.4276563325862507,0.3569919998168232,0.31313769968844457
39,cat_101420,0.44856146232322347,0.3235794009757745,0.246170711361607
40,cat_558073,0.4169507551864998,0.35982436562495523,0.1385658994432354
41,cell phone_396729,0.48576902317766113,0.43700803527531273,0.40465747744375646
42,cell phone_480212,0.48707282799769624,0.48675326635408056,0.3115534264906218
43,chair_190236,0.38552278076290164,0.36556448895542676,0.17767445984122554
44,chair_81061,0.6183626250841554,0.3907428884334827,0.2483351838562924
45,clock_60363,0.3478866201472046,0.3521984164413904,0.19102075796791343
46,couch_29596,0.5250100769459602,0.30602720226977936,0.3030698571708228
47,couch_31735,0.4153468446477994,0.4162348763243279,0.4603013175961241
48,cow_361268,0.3261559341447903,0.3197225673504727,0.1643945445489028
49,cow_545958,0.1644609311141335,0.2658582497431595,0.24006911086340915
50,cup_226171,0.41754510541766426,0.40808846564409634,0.38615725951030655
51,cup_323151,0.2894177134944376,0.44272996200895925,0.27020252023215346
52,dining table_385029,0.40755475627938675,0.3809107807690232,0.44136457531599493
53,dining table_480122,0.39344771702923675,0.30150217572989907,0.21956641318186335
54,dog_331075,0.48728728203432914,0.39499716669042156,0.13101941588420157
55,dog_357459,0.35778992063716286,0.35505989887186484,0.28095411616611565
56,donut_109798,0.482919868462825,0.4956428267577706,0.31001750865507294
57,donut_148957,0.4995557939367458,0.3745112128201063,0.02020857656640798
58,elephant_83113,0.15877245091698033,0.33071098316922304,0.217127320543937
59,elephant_97230,0.5786574066239568,0.4107150851255792,0.383791209701653
60,fire hydrant_293071,0.46804859651248965,0.4478160562619691,0.4055743702508773
61,fire hydrant_344909,0.5317132285645074,0.5491962166814802,0.5138512567888666
