,image,1,2,3,4
73,hot dog_400082,0.3508955575477908,0.24565654045906693,0.20623078279250895,0.17883699715565599
74,keyboard_378099,0.5367974578797214,0.031025281018202778,0.19935822978568918,0.15519274524177817
75,keyboard_66635,0.11782316081020364,0.20578980517547132,0.18300324780079189,0.11864417833506447
76,kite_24027,0.44795717630105847,0.338511019322429,0.24133303422711366,0.1897730159238984
77,knife_116206,0.1463746251218231,0.2772267277088047,0.13580729514088805,0.05978263617368093
78,knife_227985,0.03823560310385796,0.06583427105440928,0.0894652934819745,0.04333035412363841
79,laptop_360951,0.318837346435492,0.31119099279849527,0.2531650284632934,0.15812594042983527
80,laptop_482970,0.13374012385808987,0.06801166600469181,0.20768587876470845,0.15569513679104435
81,microwave_207538,0.18204308212437828,0.09671228387384732,0.1762558837314699,0.08306983667139123
82,microwave_91615,0.2748663747453499,0.2950431037462857,0.2562555992455134,0.14182477345119365
83,motorcycle_462756,0.49940231436777915,0.42593741982804345,0.4116596802142734,0.3252734800988538
84,motorcycle_499622,0.36865781481843657,0.40875776977782485,0.33666547493588456,0.2599899909464877
85,mouse_68765,0.21029659997322914,0.22748486572518145,0.14677764636297538,0.08292855271365412
86,orange_386277,0.2743737746758429,0.002909539883204517,0.12306376770273238,0.14947577885810992
87,orange_50679,0.3568872744175983,0.31804188001114925,0.32126830800018036,0.18822113093261794
88,oven_446005,0.36071422171306367,0.1542995220485044,0.23232317937400868,0.16329087773383433
89,oven_802,0.4512988022761727,0.34201042046953267,0.2421840148497429,0.16935273458519606
90,parking meter_333956,0.09857289381967756,0.2682714413554167,0.18407290903136989,0.08449743031852085
91,parking meter_568147,0.30338296303381906,0.40126986151450733,0.32479268547444046,0.15487737597981166
92,person_278705,0.3457685686704213,0.4057619712153442,0.24199667935836391,0.1428076433550646
93,person_562243,0.061113273885501584,0.040112839413840355,0.13957099664352499,0.03891844449567246
94,pizza_276285,0.5968609034530805,0.4407898534667704,0.3642303298309226,0.30785860609721266
95,pizza_294831,0.2890442482742968,0.1444780290384811,0.22150710244014227,0.136449438618936
96,potted plant_407614,0.6914947455876187,0.23849031773270088,0.28311285153891297,0.23255480728199077
97,potted plant_473219,0.38532133907185945,0.196836876252011,0.2733261858065897,0.1963992451376994
98,refrigerator_498463,0.09121187608624823,-0.031465689074827885,0.13071174880320674,0.10151613730715629
99,refrigerator_536947,0.5258951175634617,0.5659589114834409,0.3703445694547643,0.23671771740659794
100,remote_430286,0.3289263271053697,0.25397220147755056,0.19186696692231917,0.14131325858180657
101,remote_476810,0.24885470683114197,0.3092802250345084,0.2897871252318897,0.1676596211021819
102,sandwich_417608,0.44694045456341924,0.1851103170889102,0.27165862902222804,0.1260265541540408
103,sandwich_465430,0.13289865314994034,0.0833408796257562,0.14364153555159453,0.0690378822481041
104,scissors_324715,0.21789653495706418,0.3086434581648304,0.2546658462232498,0.1276159920231669
105,scissors_340930,0.205085802100531,0.013381904222514882,0.08854929050615482,0.07588996833418776
106,sheep_278353,0.1757507747474412,0.15662223190595545,0.23284199292424335,0.09366508410222601
107,sheep_410428,0.2814719984196554,0.19172334276393213,0.13695133653757352,0.09022278196333054
108,sink_466085,0.16153792514267182,0.1473616980406485,0.2514735717567355,0.12514703992243487
109,sink_51598,0.09037994885875904,0.025598900482072414,0.09665880552687378,0.0550621166346569
110,skateboard_229553,0.10074211491026348,0.07672159202424766,0.1522086382837412,0.07999177878141214
