,image,1,2
0,100,0.5360731179537349,0.5781357801673348
1,1026,0.5591314857926665,0.6641944776939742
2,1031,0.48106327838100454,0.6062274130214074
3,1043,0.5808447854631658,0.61014263734443
4,1047,0.5732591630664048,0.5212961080150108
5,1065,0.9613316652043247,0.5167605520456826
6,1090,0.5069947840626213,0.45262299700095265
7,1099,0.8538679009913883,0.5984549997906188
8,1100,0.5377105215892771,0.6943677204230551
9,1109,0.34737788300914973,0.49980271921576064
10,1112,0.9696329229647788,0.5508817920514725
11,1114,0.865722583964685,0.5539846311978407
12,113,0.7752904429482199,0.6238923792925117
13,1145,0.7448434650085749,0.5240456404458984
14,1149,0.4385447960728775,0.5739125585044382
15,117,0.3163281372636633,0.4569164833758576
16,1178,0.6415563259320021,0.7490108071333795
17,1183,0.9672365030709764,0.6077845766712061
18,1209,0.8728451276687554,0.5305566787427499
19,1211,0.8992227881242136,0.5256792590141762
20,1223,0.9199659046682745,0.7989222606618555
21,1226,0.38038982307017494,0.551981793445032
22,1232,0.6664991784608512,0.7041026601084737
23,1236,0.23341950708000397,0.265537273807448
24,1252,0.9619875745001139,0.6352919678339531
25,126,0.5109713794557639,0.6292719486335533
26,1278,0.5133964535326975,0.6874904450514635
27,1319,0.45594474507441457,0.5589997572781764
28,133,0.6816068625067561,0.825315009104435
29,1331,0.3763603395840497,0.6185012754251165
30,1353,0.6009952799604844,0.5714434066438124
31,1357,0.5890413502194207,0.5080187226350222
32,1365,0.8776028163700735,0.4452587347404976
33,141,0.5479593731671192,0.6241967378927462
34,171,0.6039417509042652,0.6163959816132718
35,178,0.17951554756924515,0.3994605516313195
36,180,0.4656942330437629,0.6556399213020978
37,183,0.46062819312156755,0.5129234910236077
38,188,0.7629900030046198,0.8502587842535103
39,192,0.15731789956798908,0.15644672845041524
40,209,0.8331302582759175,0.8159198495089236
41,222,0.433394112269059,0.7297868309187415
42,241,0.7605074194949341,0.7341199414070079
43,245,0.34840118692978883,0.39091755821590585
44,269,0.5706539286541433,0.7107550741875338
45,273,0.36945558921404875,0.7786218297979258
46,274,0.9136610221269531,0.6557616724748939
47,293,0.520651616386764,0.6076004794236766
48,3,0.45119169671370374,0.5342989131983125
49,30,0.9107571153663445,0.4772574389370347
50,327,0.9087999216136508,0.561547936466955
51,329,0.4563559508923415,0.5351559922038128
52,33,0.6380800952263737,0.7059300897037094
53,342,0.6510176295028807,0.7589839450244206
54,344,0.5809681343593645,0.5335613078225083
55,36,0.7807266803263068,0.7798901452664639
56,362,0.40943278045876697,0.509036439048251
57,376,0.5564270415752018,0.759582374433619
58,381,0.9510857444001413,0.38798292012132046
59,388,0.6983182704026579,0.5657256896740618
60,401,0.9521334059238556,0.6357620529195406
61,407,0.8911747696262466,0.8059426672921643
62,431,0.5174856705103167,0.3699368722403973
63,437,0.9422422049243971,0.6095555547386482
64,441,0.2005230949798507,0.2433460058742593
65,447,0.9246470983029289,0.6137917727021922
66,452,0.5973210338028013,0.27555698862832845
67,478,0.16339129967633098,0.23283336052437348
68,49,0.5082469800576557,0.5552546663715135
69,503,0.5025820637972489,0.6255041741827826
70,514,0.5548636508633176,0.3939427555086028
71,54,0.6280805387105054,0.6345241577081955
72,559,0.8137845632495397,0.7195822538623664
73,570,0.3158281005200848,0.2699266057447228
74,585,0.1408982790073313,0.2369636356923489
75,600,0.6561252885656774,0.6604939861392769
76,610,0.3664611706606835,0.39846949937017734
77,611,0.9312595973274421,0.7549576703181018
78,617,0.8485930100485344,0.5493168354937026
79,629,0.06927014922115392,0.0625694295330083
80,66,0.6701582965221893,0.6684777452874909
81,668,0.8850875988850155,0.8806752370552005
82,67,0.5240311288794883,0.8374575965024332
83,670,0.1507444307657186,0.21011979027304512
84,68,0.7280597606152924,0.6999638173281234
85,692,0.6638799514950624,0.6445344887207425
86,698,0.4360321847399945,0.6034719391028616
87,699,0.7036536428127855,0.668857935750923
88,715,0.941858456161885,0.48585719440418956
89,727,0.4611608100184731,0.8737367070518838
90,74,0.8723110996915802,0.5126320607492366
91,740,0.8645034426470014,0.5812832195308548
92,758,0.0969948450720933,0.19459418737838752
93,764,0.48631752276851037,0.43479138569628506
94,803,0.17603649896239032,0.28335159105444696
95,804,0.2900760815085242,0.3755961801298
96,822,0.8711594664644231,0.8420036837964321
97,833,0.4786049552658061,0.7111125175523098
98,842,0.22239636381191724,0.2496438881940112
99,843,0.44058081592985127,0.5347134746208785
100,852,0.7120201845915366,0.27211878253344907
101,856,0.17055647606440277,0.25804122979449523
102,859,0.08103959966435777,0.20347756449359689
103,867,0.9435404326671863,0.4003850100168334
104,87,0.9193303449750261,0.6197226232156772
105,896,0.910468425490086,0.4953995701216042
106,914,0.48086940630981434,0.585780722379389
107,930,0.39562704663961856,0.41465335396810105
108,940,0.6995504080827095,0.8183689071218877
109,941,0.7337406771181822,0.7903417286682197
110,942,0.8631466418402693,0.827258536863957
111,976,0.5173132006753198,0.7832565492898944
112,980,0.21562379014776628,0.2211949230184098
113,987,0.5989470620711754,0.3699063049112091
