,image,1,2
0,100,0.5195191554515952,0.38541666089659316
1,1026,0.5671434236489855,0.30010566389454324
2,1031,0.3861719914691022,0.3215359504575715
3,1043,0.346609789401252,0.1562536717260931
4,1047,0.6480316594674839,0.350589777790769
5,1065,0.6366359188936855,0.33433498980097315
6,1090,0.17701502159441007,0.17076478145589427
7,1099,0.6621709586888593,0.449082409129191
8,1100,0.4417817008247647,0.1670756324175133
9,1109,0.4702716713656733,0.3245414356321629
10,1112,0.6418512916729794,0.37600918778776676
11,1114,0.6803728213185514,0.48578170312847657
12,113,0.39841268216578196,0.28567993521568136
13,1145,0.5985825197665118,0.44508027976377884
14,1149,0.5600577172384487,0.2893862057893357
15,117,0.3950201456927999,0.2763149483897266
16,1178,0.5768849566655171,0.4331948956884283
17,1183,0.6913487334384456,0.5227067431992376
18,1209,0.5104135332541949,0.2468769484549009
19,1211,0.43788636244900925,0.2662813181749805
20,1223,0.6148487940734423,0.3910308890501918
21,1226,0.48539175654888383,0.3589140214957327
22,1232,0.4381095524712976,0.21789964176910134
23,1236,0.4610662785930858,0.27787639839204653
24,1252,0.5512607241305949,0.34242913090930777
25,126,0.522796929879483,0.33972729563796417
26,1278,0.4670520527095501,0.21767505330597206
27,1319,0.4557028161514601,0.17950156415256568
28,133,0.5883607465782218,0.4813557458378626
29,1331,0.2516426430533789,0.13652165959483398
30,1353,0.34563395835552063,0.22583853012548308
31,1357,0.12388774822944228,0.11704816797182074
32,1365,0.5988163495570912,0.2922087128887611
33,141,0.4914127608929766,0.4867867945598469
34,171,0.4418049530675752,0.33116825595289423
35,178,0.45350437833886326,0.39443145400886664
36,180,0.3983019350589296,0.40056386050715387
37,183,0.41317868829961524,0.25857640433300694
38,188,0.3751778977531866,0.33723857971157706
39,192,0.1809808795353355,0.20234408985544539
40,209,0.48692475527714846,0.49244532945219616
41,222,0.5907278339689043,0.3738127009416696
42,241,0.4345225379617313,0.3511822446558127
43,245,0.6211691037817083,0.4821955018403487
44,269,0.3890817308076353,0.3867797325508879
45,273,0.6014316757348843,0.3858785234589657
46,274,0.3139649191572959,0.2735643073489028
47,293,0.21437266246781567,0.09322060519172647
48,3,0.6160489405590649,0.377755975310635
49,30,0.6931239918172662,0.392860726769923
50,327,0.4624200692389784,0.31545423249728666
51,329,0.3171627620188669,0.2990966169296918
52,33,0.42129483101753973,0.38930491084007574
53,342,0.5008601239872815,0.3749763181829879
54,344,0.3060114230980592,0.29388003199538837
55,36,0.5108913218995501,0.42971000477592186
56,362,0.591152634695425,0.49133972942624254
57,376,0.5273512260819118,0.42782069931771993
58,381,0.47260546912086726,0.39074823103663664
59,388,0.5232212034231827,0.4744569357480829
60,401,0.5149597390981083,0.37463324129725734
61,407,0.6494080155823364,0.5136121102101693
62,431,0.5321526652822883,0.3661331393832649
63,437,0.48936861869343123,0.3537963794689549
64,441,0.528590135816721,0.2613022090398579
65,447,0.5225959345293589,0.26408925014758117
66,452,0.7145291401353925,0.49330051797081287
67,478,0.5194567596151322,0.35567562794719454
68,49,0.29613988223486115,0.4022992129297021
69,503,0.6104066061937782,0.3409090168746275
70,514,0.49924938792886037,0.30350630667393486
71,54,0.343510051292985,0.248543796224516
72,559,0.43416003142595894,0.26736228736592166
73,570,0.5242706871106158,0.4283151022217263
74,585,0.513595158765191,0.1521911687341215
75,600,0.13784826012691695,0.09014246507001852
76,610,0.6499595148547757,0.4011005316391329
77,611,0.6720127572961364,0.38417865064824774
78,617,0.2064739810653376,0.16975039926477073
79,629,0.5103191902899981,0.30051982340504113
80,66,0.31495821947973096,0.3267224447226854
81,668,0.54845796467244,0.5209323504863784
82,67,0.5999950534978874,0.45403664256560344
83,670,0.47606382371173367,0.3984564349332604
84,68,0.36829438118107466,0.16837774498369681
85,692,0.2581302536985591,0.23850802109727498
86,698,0.3945293987608682,0.3151763188248818
87,699,0.6061766373610672,0.38184634686127616
88,715,0.5320963451962916,0.3049439300203394
89,727,0.5018324342066757,0.2632603643198816
90,74,0.6035308205460428,0.3951890328421118
91,740,0.6207970729948846,0.3831740155915431
92,758,0.5605014209714079,0.35158094933795764
93,764,0.5445403888710763,0.27953867279866157
94,803,0.37497307134813046,0.18912015626129738
95,804,0.44222941056479487,0.19204562740574532
96,822,0.3842053164658221,0.2644433830441731
97,833,0.5374896743872135,0.3526161823519391
98,842,0.5246046012115916,0.39522183815357936
99,843,0.640140569014232,0.43080581278886404
100,852,0.4838948916477261,0.29582687161571625
101,856,0.6301644899525793,0.37782675779816716
102,859,0.35451724693214554,0.2572602007770693
103,867,0.702584803339768,0.37918570937839613
104,87,0.5407894328352767,0.2893803517305541
105,896,0.44770414770518024,0.24313169096618278
106,914,0.2360002658965811,0.09999357656436621
107,930,0.6557533131740677,0.31024936156840915
108,940,0.6299046313583477,0.36169115511553324
109,941,0.30678599947712576,0.24140127716315257
110,942,0.38555731941049576,0.3182990037890165
111,976,0.23394317607225043,0.17099160610792605
112,980,0.6637712735348952,0.4313341706555807
113,987,0.33459684702310855,0.23616557071085026
