,category,task,head,layer,img,pcc,rmse
154,vehicle,DET,0,1,629,0.5363452587638696,0.0645138234135034
155,vehicle,DET,0,2,629,0.5894783408632475,0.06647468312543095
156,vehicle,DET,0,3,629,0.62416008148782,0.06207520183145689
157,vehicle,DET,0,4,629,0.6047664347799768,0.06514592591736809
158,vehicle,DET,0,5,629,0.7710894501402489,0.05605654101823257
159,vehicle,DET,0,6,629,0.6776579284400123,0.05881730490956573
160,vehicle,DET,0,7,629,0.2694085632486056,0.08700548517227769
161,vehicle,DET,0,8,629,0.6180307039004269,0.05765641806698415
162,vehicle,DET,0,9,629,0.6924613208298477,0.05368192303554055
163,vehicle,DET,0,10,629,0.7684605706116413,0.047617215344712166
164,vehicle,DET,0,11,629,0.6941877053744823,0.062359360549874045
165,vehicle,DET,0,12,629,0.6892052634973419,0.059403946791205864
166,vehicle,DET,0,13,629,0.35472993698356475,0.07170968484794965
167,vehicle,DET,0,1,804,0.6509045032556153,0.039994976294246205
168,vehicle,DET,0,2,804,0.756045634736133,0.037476958563421904
169,vehicle,DET,0,3,804,0.6321086530057936,0.04309139525391761
170,vehicle,DET,0,4,804,0.5310410774633122,0.04555840075255834
171,vehicle,DET,0,5,804,0.5417831860867247,0.04548718889615737
172,vehicle,DET,0,6,804,0.8580987940529646,0.02709637421719386
173,vehicle,DET,0,7,804,0.5130400791202209,0.06124809210091227
174,vehicle,DET,0,8,804,0.6011209355260015,0.06620805110541993
175,vehicle,DET,0,9,804,0.7474137030409346,0.03638803093892524
176,vehicle,DET,0,10,804,0.7420009849746361,0.03659671602943912
177,vehicle,DET,0,11,804,0.8648981465281679,0.030459997755200523
178,vehicle,DET,0,12,804,0.9197609376123042,0.02373493740216917
179,vehicle,DET,0,13,804,0.46072469096375623,0.04689425404155538
180,vehicle,DET,0,1,843,0.569068696276372,0.05832343122873664
181,vehicle,DET,0,2,843,0.646054074403071,0.055914895294846535
182,vehicle,DET,0,3,843,0.6960492965882694,0.049324092286197795
183,vehicle,DET,0,4,843,0.739401066302273,0.053229635450631314
184,vehicle,DET,0,5,843,0.7593300836565119,0.04138327672643637
185,vehicle,DET,0,6,843,0.646513171869009,0.04880455146953418
186,vehicle,DET,0,7,843,0.3249933201616188,0.09610779047938431
187,vehicle,DET,0,8,843,0.8358676639689279,0.0357652819657118
188,vehicle,DET,0,9,843,0.9643352625821919,0.017825800036575107
189,vehicle,DET,0,10,843,0.8558730187819353,0.03323452174550359
190,vehicle,DET,0,11,843,0.6781193176332286,0.050617877560911385
191,vehicle,DET,0,12,843,0.781863471335499,0.04506654211250365
192,vehicle,DET,0,13,843,0.442080631517226,0.06013992740587401
193,vehicle,DET,0,1,857,0.708895132327808,0.04134984447379941
194,vehicle,DET,0,2,857,0.661760084361481,0.04344593754261478
195,vehicle,DET,0,3,857,0.5603423296031539,0.04456462338723738
196,vehicle,DET,0,4,857,0.6100289084773589,0.04346491519352465
197,vehicle,DET,0,5,857,0.24701725322498716,0.0591216215309341
198,vehicle,DET,0,6,857,0.3356472578994347,0.058168193412174815
199,vehicle,DET,0,7,857,0.05450760210842704,0.11323589759564774
200,vehicle,DET,0,8,857,0.8490492320630418,0.028390013390738003
201,vehicle,DET,0,9,857,0.8707263636659893,0.025777771987796162
202,vehicle,DET,0,10,857,0.8727366095291322,0.02650386815584283
203,vehicle,DET,0,11,857,0.8666821284401752,0.03074008850999289
204,vehicle,DET,0,12,857,0.8596977031701478,0.03136038790594747
205,vehicle,DET,0,13,857,0.4733210694123941,0.04665891416694563
206,vehicle,DET,0,1,87,0.4932031204855697,0.0453545090634959
207,vehicle,DET,0,2,87,0.48597700007812283,0.04485277267728971
208,vehicle,DET,0,3,87,0.5073109988391906,0.04634137531015277
209,vehicle,DET,0,4,87,0.772516199182361,0.03358194504997707
210,vehicle,DET,0,5,87,0.8953158242503855,0.023332850093650073
211,vehicle,DET,0,6,87,0.6809534244119908,0.03765716037856895
212,vehicle,DET,0,7,87,0.4259871243887358,0.09525436489227243
213,vehicle,DET,0,8,87,0.8885106272475306,0.024765292809766627
214,vehicle,DET,0,9,87,0.8810234018700537,0.02444871164118726
215,vehicle,DET,0,10,87,0.16674726874531043,0.07800471928583942
216,vehicle,DET,0,11,87,0.641958055866259,0.04036227232691183
217,vehicle,DET,0,12,87,0.6662539673266107,0.03955039219749665
218,vehicle,DET,0,13,87,0.4489447138322523,0.04711037714565645
219,vehicle,DET,0,1,930,0.7147668001875367,0.04832035487585074
220,vehicle,DET,0,2,930,0.7606964049227487,0.05007259746904245
221,vehicle,DET,0,3,930,0.6760369617829007,0.05030961210904688
222,vehicle,DET,0,4,930,0.696187022031842,0.04989155095187941
223,vehicle,DET,0,5,930,0.4784248975077994,0.05365990838387464
224,vehicle,DET,0,6,930,0.31108301324069537,0.06442841072278814
225,vehicle,DET,0,7,930,0.1983093047106327,0.0993008880906117
226,vehicle,DET,0,8,930,0.8293507443058026,0.03308286900814947
227,vehicle,DET,0,9,930,0.8548326927408619,0.030871243873599068
228,vehicle,DET,0,10,930,0.8676277529490952,0.029558235760385895
229,vehicle,DET,0,11,930,0.8677860142000747,0.041713663793139205
230,vehicle,DET,0,12,930,0.8578622703583743,0.043799559745276676
231,vehicle,DET,0,13,930,0.5199446285557673,0.05538002618648825
232,vehicle,DET,0,1,987,0.500871402706067,0.05577984420944318
233,vehicle,DET,0,2,987,0.6047036551635975,0.05220764854059638
234,vehicle,DET,0,3,987,0.6245766940640309,0.05089035910522201
235,vehicle,DET,0,4,987,0.6647462702963282,0.052480849310415
236,vehicle,DET,0,5,987,0.7388652143217556,0.041942286473835966
237,vehicle,DET,0,6,987,0.4585184802112584,0.06578365058557538
238,vehicle,DET,0,7,987,0.141942515515373,0.098569892102962
239,vehicle,DET,0,8,987,0.4228413350473474,0.05822216656149705
240,vehicle,DET,0,9,987,0.8069189966272147,0.039131827929238354
241,vehicle,DET,0,10,987,0.7983112597772082,0.03928217797648367
242,vehicle,DET,0,11,987,0.6512011963324067,0.05101053377244252
243,vehicle,DET,0,12,987,0.6073959562519394,0.05254369682870123
244,vehicle,DET,0,13,987,0.37534628441152146,0.058801919029078435
245,vehicle,DET,1,1,100,0.714221477599858,0.041998278521201665
246,vehicle,DET,1,2,100,0.718902649789069,0.04174039822166774
247,vehicle,DET,1,3,100,0.5890872382502963,0.04708115502588197
248,vehicle,DET,1,4,100,0.7483474654212379,0.041068542303830564
249,vehicle,DET,1,5,100,0.9220722105216476,0.025985150166796964
250,vehicle,DET,1,6,100,0.8199739897258639,0.0321110753379455
251,vehicle,DET,1,7,100,0.25677977741623326,0.12459075604123233
252,vehicle,DET,1,8,100,0.7712731496249006,0.046539931555591364
253,vehicle,DET,1,9,100,0.6418619709423351,0.046735706187500115
254,vehicle,DET,1,10,100,0.6103968794285058,0.04751600027668098
255,vehicle,DET,1,11,100,0.8693214172154188,0.032746510462397196
256,vehicle,DET,1,12,100,0.7272040196804385,0.04094855959237684
257,vehicle,DET,1,13,100,0.656658920092391,0.044293283497443166
258,vehicle,DET,1,14,100,0.7257459282485049,0.04099448217129438
259,vehicle,DET,1,15,100,0.6928859375181506,0.04241085801747683
260,vehicle,DET,1,1,1023,0.43701702335806497,0.06164530989175176
261,vehicle,DET,1,2,1023,0.4629211304648154,0.060699912510763454
262,vehicle,DET,1,3,1023,0.3695382082448337,0.0656446854517784
263,vehicle,DET,1,4,1023,0.4035515578840678,0.06314349555799185
264,vehicle,DET,1,5,1023,0.5110228219732571,0.0638191023354216
265,vehicle,DET,1,6,1023,0.8099107567260716,0.04152616493291769
266,vehicle,DET,1,7,1023,0.7088939528666958,0.05110912126411482
267,vehicle,DET,1,8,1023,0.5332940752063514,0.06169640561358121
268,vehicle,DET,1,9,1023,0.7459174446827834,0.04603047949278019
269,vehicle,DET,1,10,1023,0.8034949353990752,0.04123501333584082
270,vehicle,DET,1,11,1023,0.6533554023134687,0.054017765462883206
271,vehicle,DET,1,12,1023,0.6814606388018254,0.05163739453887115
272,vehicle,DET,1,13,1023,0.3767915291506263,0.06425664604910229
273,vehicle,DET,1,14,1023,0.6785236871769291,0.053267898870227544
274,vehicle,DET,1,15,1023,0.5394106330610625,0.05929529571450919
275,vehicle,DET,1,1,1041,0.5116188165433018,0.06282109375999441
276,vehicle,DET,1,2,1041,0.5050122515809571,0.06356782242876764
277,vehicle,DET,1,3,1041,0.5175558820257972,0.06264789558785329
278,vehicle,DET,1,4,1041,0.4364946384888471,0.06422601737436012
279,vehicle,DET,1,5,1041,0.4581203750133494,0.06324727090489687
280,vehicle,DET,1,6,1041,0.34243520446779924,0.06683742561709857
281,vehicle,DET,1,7,1041,0.5391443214763948,0.06649055452117462
282,vehicle,DET,1,8,1041,0.7946639124157147,0.044955023647049105
283,vehicle,DET,1,9,1041,0.8346136264598071,0.03925281532037793
284,vehicle,DET,1,10,1041,0.850322351726383,0.03741224929459872
285,vehicle,DET,1,11,1041,0.6001683763984886,0.059757646000381734
286,vehicle,DET,1,12,1041,0.4696366591587794,0.06337683424056845
287,vehicle,DET,1,13,1041,0.4728219361527657,0.06403072715294608
288,vehicle,DET,1,14,1041,0.46552202261455944,0.06348293687877923
289,vehicle,DET,1,15,1041,0.5091425508465361,0.06448095706077515
290,vehicle,DET,1,1,113,0.35795672143273277,0.08432135727288513
291,vehicle,DET,1,2,113,0.3389478523969166,0.0840242159439093
292,vehicle,DET,1,3,113,0.3347498907601795,0.08357624865461052
293,vehicle,DET,1,4,113,0.34316441141602483,0.08365885454119415
294,vehicle,DET,1,5,113,0.2792597333091393,0.08669638721331648
295,vehicle,DET,1,6,113,0.33289533794962334,0.08430261448302985
296,vehicle,DET,1,7,113,0.44234407495249756,0.09252321395207695
297,vehicle,DET,1,8,113,0.475720135192059,0.08178363048535607
298,vehicle,DET,1,9,113,0.44771418828655696,0.07996033571816653
299,vehicle,DET,1,10,113,0.43830202541748453,0.081332729050034
300,vehicle,DET,1,11,113,0.3762824047043887,0.08383056666322046
301,vehicle,DET,1,12,113,0.35718772548849814,0.08426818647650294
302,vehicle,DET,1,13,113,0.2800488215060838,0.08727312423654641
303,vehicle,DET,1,14,113,0.2756426365703498,0.08685883955500824
304,vehicle,DET,1,15,113,0.23985123402035402,0.08769360359158683
305,vehicle,DET,1,1,1145,0.4187229079732014,0.0705819588072318
306,vehicle,DET,1,2,1145,0.5003236140482811,0.06806047095247039
307,vehicle,DET,1,3,1145,0.46793453785611916,0.06714637835593974
308,vehicle,DET,1,4,1145,0.6354084864868853,0.06237614709843778
309,vehicle,DET,1,5,1145,0.6806832278823148,0.05847848978389054
310,vehicle,DET,1,6,1145,0.5923619757924722,0.06357347544903974
311,vehicle,DET,1,7,1145,0.31537768908560515,0.07897608236294412
312,vehicle,DET,1,8,1145,0.2751351426102496,0.08175190535044127
313,vehicle,DET,1,9,1145,0.026157630034424655,0.08246549733604702
314,vehicle,DET,1,10,1145,0.26829302965987245,0.0764015616970785
315,vehicle,DET,1,11,1145,0.5755780925586476,0.06518681758411984
316,vehicle,DET,1,12,1145,0.4720816549982507,0.0668672574583034
317,vehicle,DET,1,13,1145,0.37842749448841256,0.07158290561825674
318,vehicle,DET,1,14,1145,0.44890072050228164,0.06884672683588784
319,vehicle,DET,1,15,1145,0.458010849624248,0.06992419509022665
320,vehicle,DET,1,1,1178,0.41714839407260623,0.059569414795422604
321,vehicle,DET,1,2,1178,0.352062970732362,0.05823975697096454
322,vehicle,DET,1,3,1178,0.5758572420268918,0.05088444760427677
323,vehicle,DET,1,4,1178,0.5842476557800225,0.05323467986998493
324,vehicle,DET,1,5,1178,0.5116463007959893,0.05346217736615124
325,vehicle,DET,1,6,1178,0.5912840437811502,0.05935026821851058
326,vehicle,DET,1,7,1178,0.6373783589380037,0.07667183460198147
327,vehicle,DET,1,8,1178,0.9100545381858909,0.02600861900315929
328,vehicle,DET,1,9,1178,0.8191102880454321,0.05226360705779313
329,vehicle,DET,1,10,1178,0.8455579900795225,0.04406409166130882
330,vehicle,DET,1,11,1178,0.7368911895924645,0.04578858718667715
331,vehicle,DET,1,12,1178,0.7594363134662939,0.044236007558435333
332,vehicle,DET,1,13,1178,0.6701330135021487,0.04968339150626237
333,vehicle,DET,1,14,1178,0.6506315997840163,0.04977948842822108
334,vehicle,DET,1,15,1178,0.5816494543583228,0.052320576875219786
335,vehicle,DET,1,1,1209,0.5407016239372026,0.05449214005114289
336,vehicle,DET,1,2,1209,0.6957661026045892,0.050815263133895706
337,vehicle,DET,1,3,1209,0.5902142195865132,0.05210289793209008
338,vehicle,DET,1,4,1209,0.7149256299211723,0.04777757669150533
339,vehicle,DET,1,5,1209,0.5858461865577843,0.05354437216551391
340,vehicle,DET,1,6,1209,0.5330529598192265,0.05442342034019613
341,vehicle,DET,1,7,1209,0.03170712303167673,0.11883286316935744
342,vehicle,DET,1,8,1209,0.43978847015300143,0.0720775118677999
343,vehicle,DET,1,9,1209,0.5894446299283443,0.0539083404316112
344,vehicle,DET,1,10,1209,0.7754425829803232,0.04091961539690382
345,vehicle,DET,1,11,1209,0.8169742111415247,0.04268892320103797
346,vehicle,DET,1,12,1209,0.8261585219902856,0.04326274431147325
347,vehicle,DET,1,13,1209,0.7373841497916238,0.04947169928298248
348,vehicle,DET,1,14,1209,0.7362383269546936,0.04778312650857506
349,vehicle,DET,1,15,1209,0.6658158450923681,0.051830955386181786
350,vehicle,DET,1,1,1232,0.47708080860560603,0.05705375137405226
351,vehicle,DET,1,2,1232,0.392310055000833,0.05933143809356961
352,vehicle,DET,1,3,1232,0.3686170903907746,0.060871186619940766
353,vehicle,DET,1,4,1232,0.30368999382929085,0.06403029503089103
354,vehicle,DET,1,5,1232,0.3344958151244093,0.06641051115992251
355,vehicle,DET,1,6,1232,0.46230832939699756,0.05730850263255084
356,vehicle,DET,1,7,1232,0.5064090964999874,0.08221208602814037
357,vehicle,DET,1,8,1232,0.6531209611794591,0.06196207096470302
358,vehicle,DET,1,9,1232,0.4226597146049431,0.06364749596824289
359,vehicle,DET,1,10,1232,0.44376874596066884,0.06274341678237427
360,vehicle,DET,1,11,1232,0.519210533590261,0.05566599020735086
361,vehicle,DET,1,12,1232,0.6030869759929233,0.05221540254454166
362,vehicle,DET,1,13,1232,0.4831238179397152,0.05790478704035802
363,vehicle,DET,1,14,1232,0.27214432467451327,0.06331997906446893
364,vehicle,DET,1,15,1232,0.39733532902864965,0.059590414207595116
365,vehicle,DET,1,1,133,0.4848152201488129,0.07949326494840009
366,vehicle,DET,1,2,133,0.4632350648827204,0.08023574721048858
367,vehicle,DET,1,3,133,0.5584773748559537,0.07475404686752152
368,vehicle,DET,1,4,133,0.5531244017948997,0.0771768790972103
369,vehicle,DET,1,5,133,0.5384383237608826,0.07435179409288616
370,vehicle,DET,1,6,133,0.41190988629559155,0.07989710504365004
371,vehicle,DET,1,7,133,0.514873706168993,0.07570338508449047
372,vehicle,DET,1,8,133,0.8827925379790564,0.04965015476530951
373,vehicle,DET,1,9,133,0.8320607726676861,0.05084139090493947
374,vehicle,DET,1,10,133,0.7559520569703527,0.0628149885383925
375,vehicle,DET,1,11,133,0.6522583105982903,0.0778557569399998
376,vehicle,DET,1,12,133,0.7080590704141084,0.07536595991720371
377,vehicle,DET,1,13,133,0.4579607682818752,0.08307902570567392
378,vehicle,DET,1,14,133,0.6414332088010845,0.07707719180581558
379,vehicle,DET,1,15,133,0.5753977388549597,0.0798145608138092
380,vehicle,DET,1,1,1344,0.5007070890327218,0.048648986971595164
381,vehicle,DET,1,2,1344,0.48669906737565616,0.04802751414138077
382,vehicle,DET,1,3,1344,0.6392412613188007,0.043159605557738734
383,vehicle,DET,1,4,1344,0.6693385834866566,0.04411017471515732
384,vehicle,DET,1,5,1344,0.8243895698715793,0.03123527517830214
385,vehicle,DET,1,6,1344,0.5156830686358408,0.04838044537120667
386,vehicle,DET,1,7,1344,-0.0215149708970607,0.12522376802833277
387,vehicle,DET,1,8,1344,0.19892979578096137,0.08830114547639335
388,vehicle,DET,1,9,1344,0.00966164163981224,0.10633907352732049
389,vehicle,DET,1,10,1344,-0.004527727953693407,0.10256483269235402
390,vehicle,DET,1,11,1344,0.7581432577661741,0.03652748504457104
391,vehicle,DET,1,12,1344,0.2373136033947443,0.055713917527694556
392,vehicle,DET,1,13,1344,0.7623335565511433,0.039483598081634576
393,vehicle,DET,1,14,1344,0.8394938838227477,0.03456614519044459
394,vehicle,DET,1,15,1344,0.6508016015856221,0.043364264649379244
395,vehicle,DET,1,1,171,0.2110045682892372,0.08779723201790163
396,vehicle,DET,1,2,171,0.2258487840984668,0.09036653495217781
397,vehicle,DET,1,3,171,0.21670227315926333,0.08564895423947566
398,vehicle,DET,1,4,171,0.25011221979284914,0.09293794383008618
399,vehicle,DET,1,5,171,0.22300140421740997,0.0951679106952893
400,vehicle,DET,1,6,171,0.12503481970596594,0.09416566276230405
401,vehicle,DET,1,7,171,0.16377344404755192,0.11142166269500939
402,vehicle,DET,1,8,171,0.18066847534149066,0.09669716617581102
403,vehicle,DET,1,9,171,0.09627524434159312,0.0972834293507614
404,vehicle,DET,1,10,171,0.19126305642963742,0.10480830481678162
