,subject_no,Trial_Index_,block,text,block_sequence,block_name,block_num,path,image,trialID,label,category,number,lastBlockType
40,54,41,2,a clear waking person,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,421.jpg,41,human,person,,
41,54,42,2,a clear black man ,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,808.jpg,42,human,person,,
42,54,43,2,a clear women in light colors of clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,470.jpg,43,human,person,,
43,54,44,2,a man waiting and standing,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,865.jpg,44,human,person,,
44,54,45,2,a half man walking through the road,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,480.jpg,45,human,person,,
45,54,46,2,a clear woman in blue,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,282.jpg,46,human,person,,
46,54,47,2,a clear back of a walker,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,670.jpg,47,human,person,,
47,54,48,2,clear back of a man wearing red bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,558.jpg,48,human,person,,
48,54,49,2,look like a body shape in distance,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/054ET1,845.jpg,49,human,person,,
0,55,1,2,see the legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,421.jpg,1,human,person,,
1,55,2,2,see the head and the legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,865.jpg,2,human,person,,
2,55,3,2,see the face,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,480.jpg,3,human,person,,
3,55,4,2,see the shape of legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,388.jpg,4,human,person,,
4,55,5,2,see the head and hair,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,757.jpg,5,human,person,,
5,55,6,2,see the shape of bike,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,748.jpg,6,human,person,,
6,55,7,2,see the head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,250.jpg,7,human,person,,
7,55,8,2,see the head and the arms,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,829.jpg,8,human,person,,
8,55,9,2,see the color of the clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,805.jpg,9,human,person,,
9,55,10,2,see the legs and clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,775.jpg,10,human,person,,
10,55,11,2,see the shape of head and arms,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,99.jpg,11,human,person,,
11,55,12,2,see the head and legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,488.jpg,12,human,person,,
12,55,13,2,see the shape of head ,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,452.jpg,13,human,person,,
13,55,14,2,see the shape of head and legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,324.jpg,14,human,person,,
14,55,15,2,see the shape of head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,34.jpg,15,human,person,,
15,55,16,2,see the clothes and arms,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,808.jpg,16,human,person,,
16,55,17,2,see the shape of legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,422.jpg,17,human,person,,
17,55,18,2,see the bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,348.jpg,18,human,person,,
18,55,19,2,see the shape of bike,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,270.jpg,19,human,person,,
19,55,20,2,see the shape of legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,85.jpg,20,human,person,,
20,55,21,2,see the head and clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,380.jpg,21,human,person,,
21,55,22,2,see the shape of head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,97.jpg,22,human,person,,
22,55,23,2,see the legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,218.jpg,23,human,person,,
23,55,24,2,see the legs and clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,129.jpg,24,human,person,,
24,55,25,2,see the shape of head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,232.jpg,25,human,person,,
25,55,26,2,see the shape of head and feet,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,601.jpg,26,human,person,,
26,55,27,2,see the shape of head and legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,286.jpg,27,human,person,,
27,55,28,2,see the face,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,425.jpg,28,human,person,,
28,55,29,2,see the shape of lower part of the body and the clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,389.jpg,29,human,person,,
29,55,30,2,see the shape of his head and the bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,558.jpg,30,human,person,,
30,55,31,2,not sure,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,415.jpg,31,human,person,,
31,55,32,2,see the shape of legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,186.jpg,32,human,person,,
32,55,33,2,see the color of the bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,845.jpg,33,human,person,,
33,55,34,2,see the shape of the legs and the color of the clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,631.jpg,34,human,person,,
34,55,35,2,see the shape of human body,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,231.jpg,35,human,person,,
35,55,36,2,see the shape of body,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,683.jpg,36,human,person,,
36,55,37,2,see the color of the clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,703.jpg,37,human,person,,
37,55,38,2,see the legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,411.jpg,38,human,person,,
38,55,39,2,not sure,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,173.jpg,39,human,person,,
39,55,40,2,see the face,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,470.jpg,40,human,person,,
40,55,41,2,see the face and the clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,282.jpg,41,human,person,,
41,55,42,2,see the face,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,11.jpg,42,human,person,,
42,55,43,2,see the legs and clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,760.jpg,43,human,person,,
43,55,44,2,see the head and the hand,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,47.jpg,44,human,person,,
44,55,45,2,see the shape of the head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,875.jpg,45,human,person,,
45,55,46,2,see the head and arm,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,670.jpg,46,human,person,,
46,55,47,2,see the color of the clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,59.jpg,47,human,person,,
47,55,48,2,see the color of clothes and hair,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,362.jpg,48,human,person,,
48,55,49,2,see the shape of legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/055ET1,608.jpg,49,human,person,,
0,56,1,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,362.jpg,1,human,person,,
1,56,2,2,er height,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,173.jpg,2,human,person,,
2,56,3,2,his head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,425.jpg,3,human,person,,
3,56,4,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,186.jpg,4,human,person,,
4,56,5,2,she is wking,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,282.jpg,5,human,person,,
5,56,6,2,red backpack,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,558.jpg,6,human,person,,
6,56,7,2,walking,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,324.jpg,7,human,person,,
7,56,8,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,748.jpg,8,human,person,,
8,56,9,2,walking,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,421.jpg,9,human,person,,
9,56,10,2,walking,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,808.jpg,10,human,person,,
10,56,11,2,wear black,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,415.jpg,11,human,person,,
11,56,12,2,walking,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,703.jpg,12,human,person,,
12,56,13,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,452.jpg,13,human,person,,
13,56,14,2,hreu sweayer ,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,775.jpg,14,human,person,,
14,56,15,2,cross the street,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,218.jpg,15,human,person,,
15,56,16,2,dark yellow pants,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,760.jpg,16,human,person,,
16,56,17,2,can see his lef,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,608.jpg,17,human,person,,
17,56,18,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,34.jpg,18,human,person,,
18,56,19,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,99.jpg,19,human,person,,
19,56,20,2,standing there,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,865.jpg,20,human,person,,
20,56,21,2,cross the street,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,422.jpg,21,human,person,,
21,56,22,2,his height,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,875.jpg,22,human,person,,
22,56,23,2,her height,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,231.jpg,23,human,person,,
23,56,24,2,red,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,845.jpg,24,human,person,,
24,56,25,2,green shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,389.jpg,25,human,person,,
25,56,26,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,47.jpg,26,human,person,,
26,56,27,2,grey,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,670.jpg,27,human,person,,
27,56,28,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,11.jpg,28,human,person,,
28,56,29,2,blue,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,270.jpg,29,human,person,,
29,56,30,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,250.jpg,30,human,person,,
30,56,31,2,walking,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,488.jpg,31,human,person,,
31,56,32,2,black,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,286.jpg,32,human,person,,
32,56,33,2, ,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,85.jpg,33,human,person,,
33,56,34,2,white,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,380.jpg,34,human,person,,
34,56,35,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,232.jpg,35,human,person,,
35,56,36,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,805.jpg,36,human,person,,
36,56,37,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,97.jpg,37,human,person,,
37,56,38,2,hair,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,129.jpg,38,human,person,,
38,56,39,2,white,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,470.jpg,39,human,person,,
39,56,40,2,shadow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,411.jpg,40,human,person,,
40,56,41,2,white grey,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,829.jpg,41,human,person,,
41,56,42,2,white baf,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,601.jpg,42,human,person,,
42,56,43,2,black,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,480.jpg,43,human,person,,
43,56,44,2,hat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,683.jpg,44,human,person,,
44,56,45,2,hair,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,757.jpg,45,human,person,,
45,56,46,2,shdow,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,59.jpg,46,human,person,,
46,56,47,2,bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,348.jpg,47,human,person,,
47,56,48,2,crossing,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,388.jpg,48,human,person,,
48,56,49,2,shape,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/056ET1,631.jpg,49,human,person,,
0,57,1,2,green shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,389.jpg,1,human,person,,
1,57,2,2,contrast between shirt and legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,631.jpg,2,human,person,,
2,57,3,2,contrast between vehicle and blue coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,270.jpg,3,human,person,,
3,57,4,2,white shoes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,388.jpg,4,human,person,,
4,57,5,2,shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,282.jpg,5,human,person,,
5,57,6,2,black pants and white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,186.jpg,6,human,person,,
6,57,7,2,red bodylike figure,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,845.jpg,7,human,person,,
7,57,8,2,taller than nearby objects,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,231.jpg,8,human,person,,
8,57,9,2,walking legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,421.jpg,9,human,person,,
9,57,10,2,human figure,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,865.jpg,10,human,person,,
10,57,11,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,286.jpg,11,human,person,,
11,57,12,2,head and blue coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,425.jpg,12,human,person,,
12,57,13,2,white bicycle tail light,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,47.jpg,13,human,person,,
13,57,14,2,like a head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,11.jpg,14,human,person,,
14,57,15,2,contrast from nearby objects,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,703.jpg,15,human,person,,
15,57,16,2, head and black shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,683.jpg,16,human,person,,
16,57,17,2,figure similar with the person at right side,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,488.jpg,17,human,person,,
17,57,18,2,like an upper body,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,97.jpg,18,human,person,,
18,57,19,2,like a head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,875.jpg,19,human,person,,
19,57,20,2,carrying a white packet,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,348.jpg,20,human,person,,
20,57,21,2,legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,129.jpg,21,human,person,,
21,57,22,2,head and coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,670.jpg,22,human,person,,
22,57,23,2,walking figure,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,218.jpg,23,human,person,,
23,57,24,2,running figure,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,470.jpg,24,human,person,,
24,57,25,2,stading feet,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,601.jpg,25,human,person,,
25,57,26,2,bright pants,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,760.jpg,26,human,person,,
26,57,27,2,taller than objects nearby,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,173.jpg,27,human,person,,
27,57,28,2,contrast between black clothes and orange taxis,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,480.jpg,28,human,person,,
28,57,29,2,seems operating a bicycle,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,99.jpg,29,human,person,,
29,57,30,2,actually no sense of human,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,415.jpg,30,human,person,,
30,57,31,2,red backpack,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,558.jpg,31,human,person,,
31,57,32,2,unusual with objects around,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,748.jpg,32,human,person,,
32,57,33,2,walking legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,411.jpg,33,human,person,,
33,57,34,2,walking legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,775.jpg,34,human,person,,
34,57,35,2,hand stooling on a vehicle,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,808.jpg,35,human,person,,
35,57,36,2,look like a head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,452.jpg,36,human,person,,
36,57,37,2,like an upper body,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,829.jpg,37,human,person,,
37,57,38,2,contrast between black coat and white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,380.jpg,38,human,person,,
38,57,39,2,white shirt wider than steel bars,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,250.jpg,39,human,person,,
39,57,40,2,look like two heads,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,85.jpg,40,human,person,,
40,57,41,2,contrast between black figure and white car,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,422.jpg,41,human,person,,
41,57,42,2,contrast between white clothes and buildings around,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,362.jpg,42,human,person,,
42,57,43,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,232.jpg,43,human,person,,
43,57,44,2,contrast between figure and building,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,757.jpg,44,human,person,,
44,57,45,2,like a human arm,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,34.jpg,45,human,person,,
45,57,46,2,contrast between figure and background,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,59.jpg,46,human,person,,
46,57,47,2,wider than steel pillar,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,805.jpg,47,human,person,,
47,57,48,2,contrast between black clothes and constructions around,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,324.jpg,48,human,person,,
48,57,49,2,legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/057ET1,608.jpg,49,human,person,,
0,58,1,2,upper body,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,232.jpg,1,human,person,,
1,58,2,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,250.jpg,2,human,person,,
2,58,3,2,pink shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,805.jpg,3,human,person,,
3,58,4,2,"head, upper body",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,470.jpg,4,human,person,,
4,58,5,2,black shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,411.jpg,5,human,person,,
5,58,6,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,173.jpg,6,human,person,,
6,58,7,2,carrying a bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,829.jpg,7,human,person,,
7,58,8,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,875.jpg,8,human,person,,
8,58,9,2,green shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,389.jpg,9,human,person,,
9,58,10,2,wearing a hat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,601.jpg,10,human,person,,
10,58,11,2,carrying a bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,348.jpg,11,human,person,,
11,58,12,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,34.jpg,12,human,person,,
12,58,13,2,black shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,97.jpg,13,human,person,,
13,58,14,2,"head, black shirt",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,286.jpg,14,human,person,,
14,58,15,2,"hands, white shoes",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,388.jpg,15,human,person,,
15,58,16,2,grey scarf,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,683.jpg,16,human,person,,
16,58,17,2,"head, blue coat",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,425.jpg,17,human,person,,
17,58,18,2,"walking, white decoration on the coat",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,218.jpg,18,human,person,,
18,58,19,2,legs,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,186.jpg,19,human,person,,
19,58,20,2,black coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,324.jpg,20,human,person,,
20,58,21,2,"whole body, walking",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,775.jpg,21,human,person,,
21,58,22,2,red coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,845.jpg,22,human,person,,
22,58,23,2,jeans,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,608.jpg,23,human,person,,
23,58,24,2,black coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,422.jpg,24,human,person,,
24,58,25,2,"head, black coat",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,480.jpg,25,human,person,,
25,58,26,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,703.jpg,26,human,person,,
26,58,27,2,blue shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,282.jpg,27,human,person,,
27,58,28,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,11.jpg,28,human,person,,
28,58,29,2,"jeans, black coat",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,865.jpg,29,human,person,,
29,58,30,2,"white coat, walking",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,748.jpg,30,human,person,,
30,58,31,2,grey coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,670.jpg,31,human,person,,
31,58,32,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,59.jpg,32,human,person,,
32,58,33,2,"yellow coat, crossing the road",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,421.jpg,33,human,person,,
33,58,34,2,arms,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,85.jpg,34,human,person,,
34,58,35,2,yellow coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,757.jpg,35,human,person,,
35,58,36,2,blue coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,270.jpg,36,human,person,,
36,58,37,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,362.jpg,37,human,person,,
37,58,38,2,black coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,488.jpg,38,human,person,,
38,58,39,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,47.jpg,39,human,person,,
39,58,40,2,walking with others,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,415.jpg,40,human,person,,
40,58,41,2,carrying a red bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,558.jpg,41,human,person,,
41,58,42,2,standing by the  river,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,231.jpg,42,human,person,,
42,58,43,2,grey coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,631.jpg,43,human,person,,
43,58,44,2,white shirt,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,808.jpg,44,human,person,,
44,58,45,2,"blue shirt, walking",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,760.jpg,45,human,person,,
45,58,46,2,"white shirt, crossing the street",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,380.jpg,46,human,person,,
46,58,47,2,black coat,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,99.jpg,47,human,person,,
47,58,48,2,"black pants, walking",2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,129.jpg,48,human,person,,
48,58,49,2,head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/058ET1,452.jpg,49,human,person,,
0,59,1,2,BLACK CLOTHES,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,411.jpg,1,human,person,,
1,59,2,2,brown pants,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,760.jpg,2,human,person,,
2,59,3,2,red bag,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,558.jpg,3,human,person,,
3,59,4,2,,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,11.jpg,4,human,person,,
4,59,5,2,blue clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,270.jpg,5,human,person,,
5,59,6,2,black clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,97.jpg,6,human,person,,
6,59,7,2,black clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,488.jpg,7,human,person,,
7,59,8,2,black clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,232.jpg,8,human,person,,
8,59,9,2,grey hoodie,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,775.jpg,9,human,person,,
9,59,10,2,white clothes,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,421.jpg,10,human,person,,
10,59,11,2,bold head,2,exp_car1,1,/Hum_ExpTask_Test1_deploy/results/059ET1,757.jpg,11,human,person,,
