,image,0,1
0,airplane_167540,0.3427900884415997,0.6608254391703745
1,airplane_338325,0.44645229944370884,0.45988854611182506
2,apple_216277,0.2660232277626774,0.29389941160889915
3,apple_562059,0.04993438430139435,0.04521480163726619
4,backpack_177065,0.2558955112594334,0.29397347592374024
5,backpack_370478,0.408609798030681,0.5758437033100743
6,banana_279769,0.1500732452051851,0.22983853524000902
7,banana_290619,0.057523897068268666,0.04664962061147095
8,baseball bat_129945,0.08107825908249139,-0.011393916441588988
9,baseball bat_270474,0.06548980682262225,0.027049832365047384
10,baseball glove_162415,0.07341013208680887,-0.0035819123918149004
11,baseball glove_515982,0.2599347259774823,0.347358368735772
12,bear_519611,0.3641260786960527,0.25122913106552236
13,bear_521231,0.44159135055452575,0.32752891106499893
14,bed_468245,0.3963256454517303,0.09038646507614773
15,bed_491757,0.13867725748098814,0.11442866726910435
16,bench_310072,0.5155819602532669,0.23033927648685282
17,bicycle_203317,0.14665297044193487,0.10224769084542348
18,bicycle_426166,0.24552929889294361,0.28799675076540276
19,bird_100489,0.28203376777255196,0.09451429025712207
20,bird_404568,0.35718789569963527,0.0832502719359455
21,boat_178744,0.4539107144123422,0.45473827046694454
22,boat_442822,0.35505881661395156,0.2921428578269348
23,book_167159,0.16862200768982175,0.2668420631925102
24,book_472678,0.03185442487986871,-0.024976205945889104
25,bottle_385029,0.08598583285805686,0.034145695586448664
26,bottle_460929,0.26467030524565266,0.07825020406124081
27,bowl_205834,-0.02017735920405818,-0.015030994187021099
28,bowl_578871,0.1562854390013612,0.17828592246136465
29,broccoli_389381,0.22635456876554663,0.21942885824490985
30,broccoli_61658,-0.02718073630734024,0.08926182493383461
31,bus_106048,0.2584720097922945,0.37887200819335337
32,bus_226154,0.2469909611314865,0.42871445771430705
33,cake_119677,0.4246642723818274,0.3301361685988885
34,cake_189451,0.23791273758251458,0.11771718523485633
35,car_310072,0.21408191049039443,-0.02377512460778376
36,carrot_130613,0.13319261091708018,0.04049785320324347
37,carrot_287667,0.3046315946087118,0.10450015253312747
38,cat_101420,0.2293948014639914,0.1782787559560213
39,cat_558073,0.22162023228603775,0.32559310946114206
40,cell phone_396729,0.2408777165470315,0.2846166284513747
41,cell phone_480212,0.32671116372571074,0.3939311870923589
42,chair_190236,0.21990669758532388,0.23602083990713713
43,chair_81061,0.19855389306661841,0.17446616465173403
44,clock_164363,0.3515091147338212,0.3573914386031777
45,clock_60363,0.13577427274400208,0.14831602769661886
46,couch_29596,0.002148851421567903,-0.06987455212993647
