,Layer,760,2252,1084,865,1554,1337,99,1748,1211,1607,1662,919,1287,1685,470,2102,389,775,148,2275,558,218,34,Cluster,Task
0,model_1_act,0.5776171058277124,0.5995190738727046,0.4909465718814991,0.7042464966324206,0.6389457678415635,0.5829279381679833,0.5520362624061007,0.6926676414397137,0.6133940807007972,0.5287116417503223,0.653516013762659,0.35370445906870124,0.47932438386523313,0.36871339193578767,0.8308341182915747,0.6313980367323121,0.39302321356828107,0.6273099771689655,0.7590930898687138,0.5717577293993127,0.7540295185410483,0.8583453981102513,0.4513153542335487,1,DET vs FullGradCam
1,model_2_cv1_act,0.5436659713238877,0.5724128388011742,0.5089793190593113,0.7515928820925156,0.6410201753788685,0.5736083346091523,0.4857663358048257,0.5729603052221771,0.6210601598917009,0.48522516852936254,0.67546105733775,0.35809050309630835,0.44608373803280055,0.3442202633903683,0.8216699881583356,0.7031149153712029,0.39013658014883396,0.6232856263162375,0.7002097815256657,0.43520651370633345,0.7251489579482391,0.8069819857079578,0.5028475170602866,1,DET vs FullGradCam
2,model_2_cv2_act,0.46025882050136663,0.5828480269375044,0.5024829961136154,0.6345099201011779,0.5274134656542785,0.5052345926911632,0.5358099760345597,0.5668978374257375,0.63880850019862,0.49751613791371874,0.5891415647500257,0.3537935756558126,0.4137437044529298,0.4729366728368112,0.7150628246140407,0.5938415825443357,0.3293954124809222,0.6206304022295482,0.6596001266901824,0.41892424513171755,0.7080694244696643,0.7683103841760232,0.4796016306090838,1,DET vs FullGradCam
3,model_2_m_0_cv1_act,0.5409292246419011,0.5583284215056328,0.4455051338965013,0.7687521220764176,0.6449242981520534,0.5260913309276529,0.501994035903318,0.6954288232588068,0.6210336861072603,0.5089702331496326,0.6285123005925178,0.36707330647094966,0.43752483312333607,0.35219386299198296,0.7656278782548812,0.625387896806681,0.3704196323797455,0.5888842638574981,0.6904890169294379,0.44442642261606297,0.745435261777426,0.8441622606089498,0.4920123945078373,1,DET vs FullGradCam
4,model_2_m_0_cv2_act,0.5420587326639794,0.5409127145640185,0.5154722755296296,0.7797840204184581,0.6496939614697718,0.5682423064993402,0.5296695511493736,0.5615993535745372,0.5987864131954816,0.4155957997273422,0.8139331486465202,0.3662930800471042,0.4178262081906556,0.4191009287093079,0.7830741123327118,0.7055010897476217,0.42327624002012143,0.6210454330831726,0.668364626376151,0.5377219344868128,0.7455780437869207,0.9130313172490059,0.505480231067443,1,DET vs FullGradCam
5,model_2_cv3_act,0.55216948763385,0.5701176420813184,0.5292943577194397,0.7540298717711013,0.6230440721103911,0.5288762799242621,0.5057895896508816,0.5382002346872352,0.5952833366445781,0.38988096668800143,0.7872372883983507,0.34390739315605273,0.4562952967117505,0.3703413372818724,0.7805477803144045,0.6764664346403971,0.3382291526227203,0.6003914871184481,0.6881621008639234,0.42970849767517266,0.7089938899773617,0.8100616313546336,0.4699425129708742,1,DET vs FullGradCam
6,model_3_act,0.5673506808308508,0.4731945268542708,0.44266482971668025,0.6919165289730126,0.5967680518900896,0.4901826013989107,0.5191173430443287,0.5159016056302262,0.5259628312378516,0.33326031613515233,0.6756986043603197,0.3729221139358965,0.4273733143205552,0.3504507402808701,0.5656414730083005,0.5225455015274173,0.2977105037931199,0.6613729611508771,0.5232667291154771,0.3936884474254143,0.6165799927482231,0.7372113880069112,0.3096722209992797,1,DET vs FullGradCam
7,model_4_cv1_act,0.5100218400468532,0.5345093119890887,0.5114847314526086,0.7046367529812991,0.6385611276894476,0.5146656143436756,0.5304118073873885,0.63824140976357,0.5355069762579451,0.3933882995858701,0.6717762597488772,0.34736455062882154,0.5181446190607071,0.37294680419969606,0.7211078030508987,0.5635052223881576,0.38211588248876616,0.6362132998685894,0.6204670040160963,0.5010918268399186,0.7872495236606116,0.849180587416977,0.34666038405744,1,DET vs FullGradCam
8,model_4_cv2_act,0.4928706835625244,0.602225343463681,0.5364697086330477,0.5491682227419624,0.5074670884194697,0.4860299034805641,0.4992239322069319,0.48995447709301515,0.6030905019924941,0.3453740867193676,0.6833744370067917,0.39586719471400517,0.4546225081801003,0.3595828027846374,0.6974379678889614,0.624635298558017,0.22834049258388775,0.6737451792471731,0.4883150835444953,0.49433935738379853,0.60982497226396,0.7398586258018582,0.34839674432260204,1,DET vs FullGradCam
9,model_4_m_0_cv1_act,0.5581467279516953,0.5316525285909788,0.494067291740361,0.7968679455153528,0.6344633766269631,0.4897424259107353,0.5389307170921795,0.5460198688936214,0.6394298773630298,0.3643171405349706,0.6459033899846383,0.3412111123916576,0.43761373606019366,0.36596469927462366,0.5924907235777324,0.6247664060320071,0.36149115682769767,0.631131356467452,0.5650820342789263,0.43117800455316035,0.807524313530073,0.776528653192356,0.44811825526322085,1,DET vs FullGradCam
10,model_4_m_0_cv2_act,0.5540731401473524,0.6539515229338815,0.49851128279899926,0.8254028469626119,0.5292562652238242,0.5719047816954929,0.547490463720949,0.5165741781792639,0.5964611068070382,0.49630467260566924,0.5973678272882257,0.33804196248829765,0.42075859199981563,0.37643592841443396,0.6272375285167178,0.632584845271795,0.41763091538293245,0.7138992845755947,0.5627071667415009,0.5464402435745642,0.6079541625450938,0.7288990926783969,0.3880599426848324,1,DET vs FullGradCam
