,Layer,760,2252,1084,865,1554,1337,99,1748,1211,1607,1662,919,1287,1685,470,2102,389,775,148,2275,558,218,34,Cluster,Task
0,model_1_act,172.5504970699479,164.1111965019718,240.35091853963252,79.93157240357964,280.9126470743993,257.2917436667081,252.52719222708697,158.94908241365331,59.46817205026424,160.09008028392037,106.16239027062898,145.45424835826998,178.6445875362152,194.65414312638984,67.7155867403666,78.00202160784131,499.01474228209906,55.900624648898074,49.799907485394236,144.5086882812891,131.3736051319377,57.28074656009604,159.787666572307,1,DET vs FullGradCam
1,model_2_cv1_act,176.33039360980897,165.70263468161585,241.17000802959103,79.86626109129384,291.725598572963,257.22106855502835,250.37008138690328,163.71172806271665,57.90929365997705,167.02934060215972,106.12695047969987,143.1068278648833,184.6121148706073,197.85218999001683,75.18152558493875,74.72724102039683,509.46237177828016,55.700810562224206,55.68149184228021,140.604939271942,133.00791920124564,60.11892297345495,157.1158444176045,1,DET vs FullGradCam
2,model_2_cv2_act,158.30948592474473,163.31446870307093,231.79985157821477,81.56558521090437,267.52433586424365,238.04068216503833,250.81611732482142,158.69499052290655,56.182367901810494,163.05479656853603,105.41786770297585,145.2403920334897,173.1764559231375,182.250305944094,76.46974543133013,79.29660312159032,483.78011030890724,51.6342727807518,56.66827214478107,134.27041571780876,131.01901084831695,63.12956270646838,154.80486514204495,1,DET vs FullGradCam
3,model_2_m_0_cv1_act,183.7011271214838,167.18091271784522,243.06747936943893,79.54808385565832,276.4668364676872,233.7369544652712,246.4601816088221,152.4543226223828,58.017831088948334,161.6085866587532,104.41105517878266,175.69167719149638,190.06276428894517,192.26786419061142,80.9412759156694,81.75238844365406,487.3403730915006,61.40373959489078,55.76098962263325,150.76162898971648,126.01325252635371,64.14467382393315,150.6360631773664,1,DET vs FullGradCam
4,model_2_m_0_cv2_act,167.1138970718652,157.3279837244909,243.852461357636,76.48000580865552,287.3536350172218,255.4000052971578,249.16818542289147,145.7726190070589,60.68552130071259,169.0818923682872,101.16276113680941,176.4562152521679,181.6124241940257,197.50557161438525,70.65863051016223,76.55139314144438,496.42500904010467,61.14204853869424,54.75902219710524,153.72725974531502,129.96241455490937,59.06985265836508,163.81636509456666,1,DET vs FullGradCam
5,model_2_cv3_act,165.6712410379198,165.7346293619461,236.50941222715272,78.5645805153521,282.1087492187938,251.397609489841,256.17115569753844,148.92738985353805,59.90904544329352,176.16629339863707,89.10423253456563,157.34204656182666,175.8119603637765,179.89579636570593,78.0574052609984,79.83118592461703,491.279962189498,55.28094747311961,57.81867265061541,143.6425557072876,132.05969901823528,61.64726381602715,162.593775843635,1,DET vs FullGradCam
6,model_3_act,169.80736954705276,141.80480387188513,248.2716292045028,84.43228190245023,280.1380601904553,239.5033882407297,255.38670185229648,177.96396213508166,61.60179437318902,177.60945004295013,109.09183483345649,191.86611973772816,177.13228041043664,191.38228054433426,82.58372517557908,82.94213875237864,483.07680584337083,48.96086029600211,68.15377690154281,134.10328125613682,129.16605634542677,75.61880470170922,166.70893627203878,1,DET vs FullGradCam
7,model_4_cv1_act,177.55751311881073,158.89641466984196,249.57669144429818,86.37814184817913,297.9399500308929,238.40170783380063,260.2776397561215,144.65004429581697,53.25237829870011,165.21198909058234,105.49299156957399,153.73910736736434,164.2528432787602,189.46663056626394,76.66479883158092,83.73670210707141,510.64913498469105,53.08810772331478,47.97367227988627,148.46370285074295,131.2090396341298,68.77933216452409,164.60975842429164,1,DET vs FullGradCam
8,model_4_cv2_act,160.48374297081835,153.01984522694838,231.91642565141967,89.2122248236862,264.95738840006106,230.46972316550625,244.12078578371995,181.288994134703,59.69388832164158,174.8346710996163,99.8100352839912,183.09031227095122,155.43708114731538,191.2354305830513,74.06700461303122,79.73548670271947,465.2650577325511,43.74496706288991,104.12278515993418,158.17878499311342,119.0375004215154,71.98934634574027,160.19041285884742,1,DET vs FullGradCam
9,model_4_m_0_cv1_act,171.40105020790074,167.97213981777355,237.5661204963845,79.56410678833902,288.37423490439426,241.0829121528153,263.0351055005092,159.25902054551483,53.45760989454829,164.6721131133846,107.11077692053212,168.57719331511936,177.40321188731974,189.29655367154032,84.8794146718764,75.41682237639804,500.07468894533093,52.73515411747775,57.97534924810874,141.448534547412,131.16435358096462,72.894042225793,156.7210818093966,1,DET vs FullGradCam
10,model_4_m_0_cv2_act,182.57818452973723,166.36646711673382,225.47515883993682,77.25540083246577,262.291100547016,233.86741841173915,264.72207628592815,180.24192342488084,60.816859307351734,170.19487594887377,111.46767431490323,166.66208784950027,177.841025995653,192.1918134372538,97.01740829686011,80.21144834895222,507.90194239009986,44.14477295890694,59.51900900073635,145.24784221310185,132.3426322399089,66.68610292180678,158.13324611362953,1,DET vs FullGradCam
11,model_4_m_1_cv1_act,188.3930050965135,151.70271175388527,241.13890764026513,80.53706912518899,274.67547381212637,275.81414925278096,262.75373130658033,171.18713223873738,56.22614792009824,176.58004163581984,114.85964210497121,154.41816140046612,160.4180614067916,197.54550557795454,68.2969527418434,77.18460561992097,502.6716883041714,56.440024688665176,41.55945740744774,144.83060711038536,134.41606695711093,69.04340285891884,152.9955512836126,1,DET vs FullGradCam
12,model_4_m_1_cv2_act,175.01718084582254,155.1735089365308,230.47025002906707,82.47530655720439,272.7573168036576,253.24304585648275,275.3189118595242,178.53910966697214,63.336227838564696,175.38678711513583,112.89304211924625,176.4011193432971,135.67710106024398,186.10102138989544,73.06476092801677,72.06629265400159,501.67166295622985,52.86233083193092,53.30842460342525,149.38772773064665,124.82222130417804,63.89072945321884,145.2000128121707,1,DET vs FullGradCam
