elephant_97230,giraffe_287545,chair_81061
0.2916892182416404,0.39196673814699273,0.140442086705345
0.3950529928614729,0.22640454988635283,0.04411400620655442
0.35270548906954863,0.3419769124195054,0.06145284975904252
0.14440339560541948,0.12152378770854716,0.09392934414113623
0.4863585228855996,0.46645771321886004,0.23516200151358801
0.47529960706817254,0.46960793327716505,0.31629023399217737
0.57233269419801,0.40299879978068315,0.2707590695357122
0.30882348751560146,0.12618890710434466,-0.08652130650067152
0.4463689691132002,0.487771086584172,0.22969471130525707
0.3090332411154202,0.37744687586596715,0.30680735279439597
0.4566771181704042,0.4477328535236166,0.26306497514076815
0.5598644133558389,0.548984351529263,0.46546883390814386
0.5011877859821964,0.49619523428496703,0.2810621195243517
0.5805260714276868,0.5547556719145889,0.3939294483908615
0.6916086174047663,0.4338455018917824,0.2040116294102844
0.7509641953616053,0.6930243295221542,0.0026244964352416414
0.5554334650162126,0.4957497781819739,0.4302687324340891
0.56845013259347,0.47800295573230905,0.20667313469718662
0.481735519144915,0.587530260215458,0.2739561580250514
0.6436938471386369,0.4256793899063984,0.376153149261674
0.46690026261735407,0.5154805495455738,0.39537899995030923
0.6442330649568897,0.484059363134198,0.26753097035323464
0.5264544501268545,0.5208139010900696,0.5440344304629161
0.517898748927277,0.5212589678813191,0.531178291759588
0.5926730928969313,0.41040049123102085,0.2793700167998692
-0.0008868464571226592,-0.0010343311368774307,-0.0011950549427373776
0.5619546041817988,0.4926144494543708,0.6030868530562815
0.5301795492002754,0.4715998380940212,0.5714495846220445
0.5362393747907042,0.49806794412696764,0.5820099940384866
0.45858488532007335,0.5038674199110803,0.5052593903946744
0.5220457299860111,0.5234580304506886,0.5543843038873917
-0.0008868464571226592,-0.0010343311368774307,-0.0011950549427373776
0.44196182941944817,0.42536162611778755,0.5116937230081365
0.42530734927485087,0.4577166782530043,0.5119619714192387
0.4071917213440082,0.45391449682328094,0.5296102287953576
0.43688183432344324,0.4406538035398606,0.5200192367302181
0.40948820787280205,0.45830971062001286,0.5231300435272512
0.43431076089871445,0.43287897991310587,0.5161553530886698
0.4109662954146944,0.4675038262092194,0.5242698128583907
0.4345037026827906,0.417004590572279,0.5172952812144077
0.4265289320440215,0.4630523157220104,0.5222317846862229
0.42625812537699403,0.4230488188035169,0.4982516067623602
0.4144595937077768,0.46173976478308615,0.5184351705434261
0.4174524461236919,0.464018113999584,0.5219631929547554
