surfboard_52507,surfboard_554595,suitcase_350019,airplane_167540,cake_189451,frisbee_357459,frisbee_139872,backpack_177065,apple_216277,cake_119677,backpack_370478,giraffe_289659,handbag_250127,teddy bear_82180,suitcase_23023,car_310072,parking meter_333956,fork_243626,teddy bear_205542,bus_106048,fork_250766,bus_226154,giraffe_287545,airplane_338325,parking meter_568147,apple_562059,chair_81061
0.4674241506843299,0.26754133584692963,0.06640245589777705,0.5486427937129511,0.39347820146814616,0.26655723064151676,0.06975612268967236,0.4216512956811878,0.36016387358793006,0.536533362649037,0.44081001267088976,0.4932212365875371,0.24068315337842847,0.4482167172837628,0.3965832796491,0.1739692004075905,0.3111444561487249,0.0554054152434938,0.3060420742350334,0.5224440590916145,0.15162191239704081,0.543047566670747,0.4912426017121729,0.704351004966624,0.2612703876928922,0.08278301266417754,0.208167886814557
0.49072744219888714,0.24998259378343468,0.061612187338039325,0.5533923420337055,0.4079255816796575,0.24316166825969227,0.07573529004194506,0.3270394716448118,0.35616639960955127,0.5593771877114736,0.4697385742700843,0.4283645247808524,0.23580685902920198,0.4460829647590747,0.4699951227458282,0.14456114864235786,0.21951988706643275,0.03238589810318795,0.2756303148578795,0.463785821721988,0.19126121062657672,0.48879849851007895,0.4810950929664939,0.6991585128491449,0.31200191940024197,0.07520956725042548,0.186489114173123
0.4028017770089553,0.19125737372883536,0.058148380135524126,0.5439664279710242,0.23016548131519976,0.24084035037103255,0.0965029505715109,0.3051618201770422,0.4016989581433581,0.48529716461371186,0.3036402240428287,0.5952783522580585,0.2377353296328557,0.3314160956068283,0.4170314983091988,0.06150345811278605,0.17978160506362947,0.04082667313057704,0.31247183439588855,0.33384953005046497,0.12900614727150678,0.36822347886090623,0.453200645359369,0.6740624906075691,0.21125972784395958,0.054836758654042854,0.1861383840443272
0.4461745037940189,0.2945356138846956,0.07650572387647207,0.45815425227328394,0.4522617337239319,0.21328684141091137,0.05563967922053025,0.35850740390800706,0.29086451459441903,0.5937739948495393,0.5001846157600712,0.4350071584597369,0.20477613555949417,0.45207478159796805,0.46976989633860605,0.18392021114649384,0.216441312383806,0.022013964026413514,0.28057609153531976,0.5048548992195223,0.1102839069342915,0.5439968803334468,0.4971436463134318,0.6176346926678582,0.2432884189506277,0.04665323792226645,0.19936347940942398
0.504587895987545,0.29426210716177187,0.09205275501979779,0.5770462208487942,0.5134203184807777,0.2879705005488318,0.09944994202571482,0.37951238912746865,0.3502792564633089,0.5741559469214629,0.4692565683672908,0.3901666062493005,0.33578464450303247,0.6375209750796742,0.5021121299776886,0.1308125921612566,0.2836675492456881,0.0005807114631451531,0.3426584450777959,0.5676635876897231,0.1782950487418718,0.6115035501232096,0.49371069369075116,0.6825569249912103,0.3782548064271429,0.11635949998967034,0.24390306202239673
0.516328656215705,0.2756755147524129,0.013720277990198466,0.6543641325468279,0.3713095914844808,0.30890558364632287,0.12320588096288036,0.3127004405730949,0.4203773182421448,0.5509120087446552,0.477309686904435,0.5390991340005353,0.3105088511882289,0.45438797925536506,0.5638103682875536,0.13525736950238026,0.19148150517771256,0.011047984105339297,0.28999374595522237,0.509487971122629,0.1721507531912706,0.5394245273845564,0.541944780049774,0.8280461590432723,0.36760748023721923,0.10171147812081341,0.26082212640444813
0.5754942919293101,0.24423209708762486,0.03210334904238767,0.6953193540859889,0.27240325075266897,0.309893625617001,0.11675114075669828,0.34994829628509394,0.37631648643243903,0.6146111288320675,0.4250486051215617,0.5383992276654191,0.2756701928264768,0.4900277958368319,0.5670853365372316,0.10366092283464239,0.23921345352254494,0.013660275080466014,0.4079399726458461,0.5233999371481372,0.04681484503188084,0.5813538929376791,0.5497948502111065,0.76200395452824,0.4179770804570276,0.010639926356748023,0.27422002937446166
0.5376901649676696,0.2773378994646092,-0.042159062254903505,0.8110206331096186,0.5117558534826148,0.4069373913215215,0.11587282017386695,0.2607565163991116,0.3424088908896507,0.4577883986309256,0.5698949389448311,0.5308909743637517,0.2664186866367512,0.5562746290730365,0.5539461557449485,0.27583138641359845,0.39734401792394874,0.024215854383377557,0.23470541588887886,0.6282734137804166,0.1437795004186705,0.5841217657300931,0.578553633303361,0.6586457958012151,0.4671844636378644,0.04949149235405456,0.23763248218571542
0.5992421830230739,0.27247988499000786,0.16463348158825122,0.5328629833851773,0.3911977852016903,0.23877805147057554,0.16332436095932792,0.408914357025614,0.363401072395518,0.5177465935580078,0.39319422274349286,0.5788432973275128,0.30104270955450885,0.40910371858870903,0.5466003677413954,0.21820633888503338,0.33115104932585726,-0.003966507130897371,0.3835920738039268,0.4749761561379245,0.09730680687352546,0.6048795449980876,0.5956249184732799,0.7584791048367031,0.37024979092655536,0.12910333608298621,0.3058203536028468
0.49420922463775246,0.23767404307918155,0.02992923282128394,0.6662390133317634,0.38607292773928165,0.37241076000798734,0.07508652388671577,0.24094679684296513,0.43494877644568486,0.4863246091850293,0.4893017312919614,0.5621360847011607,0.2701552035165097,0.5539636228247851,0.6257327191317182,0.12109355608586707,0.24797976174014155,0.025064055771859307,0.313077891501273,0.5955590077746419,0.13600754672694038,0.6180319990012784,0.5276366562755423,0.7816713849435216,0.3725977828621978,0.08731216240962708,0.25538126787089865
