surfboard_52507,surfboard_554595,suitcase_350019,airplane_167540,cake_189451,frisbee_357459,frisbee_139872,backpack_177065,apple_216277,cake_119677,backpack_370478,giraffe_289659,handbag_250127,teddy bear_82180,suitcase_23023,car_310072,parking meter_333956,fork_243626,teddy bear_205542,bus_106048,fork_250766,bus_226154,giraffe_287545,airplane_338325,parking meter_568147,apple_562059,chair_81061
0.3806612433981064,0.21058345070918139,0.04966163465194925,0.4267429361400039,0.29862150040996727,0.206674909575593,0.053716377363492496,0.3331730831254231,0.28712895456191084,0.4165003293634112,0.34786461079405545,0.38080302493549356,0.18893360324454028,0.35119742086353317,0.30802289529046417,0.12221146004003286,0.2410618068776516,0.04212447877496521,0.23959090918646025,0.41416628891459184,0.11895271859065008,0.42223644277687383,0.4161763668465094,0.5541220043256501,0.19335140734558534,0.06466716570024619,0.15960069014527908
0.3896179856952355,0.19631914068777237,0.04626614864049048,0.4340937932778657,0.31711637240223356,0.18554597029563313,0.057878363676235736,0.2574382286121232,0.283375244971302,0.4438740786351093,0.3683752516676438,0.3260748250926031,0.1837678259905523,0.35415208532607956,0.3669954310954934,0.12020646915680862,0.1656083345811926,0.02488172290454092,0.2094891915381535,0.3477570861843659,0.1459001838418925,0.37248318536552644,0.38510480253233437,0.5521088957908432,0.239371471792452,0.05999383711683842,0.14349165873803388
0.33195323564964646,0.146686251838359,0.0468640728918222,0.4362170509467897,0.1815819834785371,0.19564048907782416,0.07990453432094624,0.23304948050102806,0.33666310356127305,0.3813568691029635,0.24308246949920317,0.4754999091219621,0.1916061442162788,0.2699301438007024,0.3399144430348939,0.049471820359503295,0.14736095258864268,0.03226477718709242,0.24618527110022315,0.260975798852581,0.10681046430718272,0.2946812709838613,0.3890370331902691,0.5341709500932179,0.1648949329725211,0.043727629391430003,0.15418371114331028
0.3557706143169427,0.24902210287755586,0.059669191615097476,0.3635390847818681,0.3681526925511641,0.16749765894715987,0.04455865093531252,0.28664597003780745,0.23532310484642824,0.49066198422264945,0.41400843313888214,0.33509179872340517,0.16079975095975582,0.3633143202316852,0.39536928644729225,0.13347006430678449,0.17145454259248394,0.01724435546511356,0.22185133501980636,0.40966803706316757,0.0864035521410062,0.45293693419945463,0.41847319506318986,0.49528344878682024,0.1893453467599039,0.03749586691421435,0.15432365601863668
0.42977961869055736,0.248478284739923,0.0786783496946802,0.49171871866888284,0.4347417855471516,0.23448321187416774,0.0837566210305568,0.3305866673248402,0.30931563027321074,0.48297537789574563,0.3979594300864998,0.3312498092941069,0.2795173572259536,0.5613457900536657,0.4150317022205675,0.09278731532347724,0.230519892727981,-0.00024996057308989864,0.281373048390304,0.4810181641488203,0.15615022943196147,0.5212597023188125,0.4456893468927306,0.5882705953556988,0.3112503930281629,0.09669959420825025,0.20736621204880507
0.45280129944477443,0.2337052861529491,0.008932108296118745,0.569054289198778,0.3007365450716324,0.26718159976926303,0.11022059129074735,0.26476789071021534,0.37315755922367777,0.4906092159413965,0.40517778261492887,0.46478507549752074,0.2504418962537798,0.3712651976644501,0.47379164606114305,0.12002259798569027,0.1570531719358325,0.009146682568738337,0.24342036510256304,0.427616282599523,0.1458604832168758,0.46676740519873555,0.4861010442309229,0.7213883885608621,0.3079950348917919,0.08555812906744262,0.21950572997858056
0.5008591599356067,0.1896280911933313,0.02110794597898961,0.5917493597684347,0.20489409111980972,0.2534854603157077,0.09733315339047838,0.28220667487597395,0.3126396900906045,0.5031367730241414,0.31582894051561444,0.4641986281519412,0.23110106439639383,0.41640874798118654,0.46592299215287325,0.10116262634346546,0.19573402058855824,0.012689738078196199,0.3298112010888909,0.44360076549583255,0.03474885699559019,0.4888302038271662,0.4718020571816097,0.6433343166572909,0.32673304054020774,-0.0026790433469428467,0.23234866998004983
0.4525626290623353,0.23239245754074994,-0.036574498159147414,0.6786488279346756,0.4379344984592052,0.33840680148114916,0.09714877111535013,0.22314315145766547,0.2761785543841295,0.3855274422038113,0.48916853090030277,0.4487842622290469,0.22216465196400792,0.479546427928898,0.435918666721709,0.2459445714463442,0.31184735893677445,0.020097486579482186,0.1943497355280016,0.5327275479215065,0.11276412497294322,0.47225563130953124,0.49987623827554656,0.5584233887266562,0.3637825027593891,0.02952997197817165,0.19118473081875695
0.5187507073071852,0.22126754738017199,0.11802827757114312,0.4293062340193703,0.29609308105568916,0.20714353180002223,0.14531290263993896,0.3456807354200122,0.31770757503825514,0.42018430948517116,0.2896057705393924,0.47846615665583153,0.2552725189771782,0.3284690086253249,0.44168994344473345,0.18553709183519193,0.2712810576168523,-0.003112411194463641,0.30684557130727086,0.37573465440249293,0.07768789383511172,0.5140693948372181,0.4889359918850569,0.6220407138556947,0.29033825893538184,0.1143164446493032,0.2605791089169062
0.4276588963965165,0.1843675785279586,0.022116083538899493,0.5474910548178117,0.3141811138545496,0.3196745287870366,0.06853464639991357,0.19349419899645545,0.3451227566841025,0.40963584497056227,0.397424543672073,0.47873074945372884,0.21872138932154234,0.4996840787845574,0.5210162235853536,0.10611876124483285,0.19264169551595398,0.021328924212405065,0.25680148165314465,0.5079051088075813,0.11213986149040552,0.5330119658301763,0.44194881776322636,0.663326528403781,0.28719339157769636,0.05558764184708678,0.21538404528567878
0.526331827523918,0.16367946262696942,0.06578256696519749,0.6151803837880807,0.3169631528725706,0.2519834162642042,0.15340246179295322,0.20643023354000448,0.33924632358871193,0.6391482643848805,0.22719104377969782,0.4925864983909803,0.3064128528466064,0.5268756056270892,0.5564101133142849,0.11962274066591068,0.23033354306600423,0.035687438996555465,0.3898000721439243,0.4634334832358125,0.12437964662219225,0.4353884596817072,0.5890622361889591,0.691427661816468,0.4389067447428604,-0.047348474941009015,0.2017567219558026
0.5267139632987569,0.24461512401372532,0.06454153877699288,0.7189261514127606,0.5044419409477456,0.32343258540094066,0.1204322888234581,0.44882907110714887,0.3471772506404149,0.5567900478535369,0.4370542355074503,0.5925591605815085,0.09773618308637633,0.5408627381228734,0.40567278001901663,0.09407814883662334,0.27636319825353467,0.0921580018909563,0.37844871840884464,0.5752777999814194,0.15652070413141286,0.5292429459009286,0.5502020877810953,0.7081132445766649,0.2459763640540225,-0.031999316369667,0.14613957211439127
0.5081172000607607,0.22981182616649742,-0.010356938670284973,0.6370590301484853,0.4644561745526324,0.36256280008795067,0.12314572035789075,0.3843254958651888,0.3526188133414681,0.5158595422629214,0.5045078468997654,0.6571517061494636,0.12027411092616487,0.5153033191682569,0.5856988225608475,0.10933389892819441,0.23992186588344444,0.06580284651059133,0.4060283320061427,0.5743772803686785,0.14232962294974985,0.5659279318884679,0.651185929754761,0.751586372451465,0.2892911764221502,-0.021119927488583608,0.17200191357285496
0.6396016755732835,0.272082690632226,0.050364548272788,0.7970793624285549,0.5658022291407473,0.2450137630011974,0.09331770012173933,0.3576513928651448,0.26462760678616165,0.4325222120321044,0.5334956139353019,0.6123050121551807,0.2032775929330604,0.3830761554263706,0.5387267709384432,0.32878760266006773,0.3112723069522279,0.01673800904429867,0.371711924851638,0.4386060389729043,0.0669315794056375,0.5402140758549699,0.6030254701811056,0.6925903095112966,0.312000620809985,0.06733490246588,0.2412864845998968
0.6128096303206682,0.3422897324228994,-0.007641155854774413,0.812020982424541,0.5396566615629721,0.2528000428400566,0.11325599603242373,0.2737952413597791,0.2568433858817279,0.4993270069837044,0.45736105413175804,0.5977147187248192,0.2615258354666593,0.36960934682956387,0.635230596527405,0.3398786276589884,0.23319605842400845,0.02371263260783424,0.36532543707019716,0.5253735856243146,0.07175460215026838,0.6352588124418573,0.5983505991806697,0.6621662030552428,0.30583887824364175,0.055437967418099,0.20437426237279782
0.5205107291989214,0.33738158331274076,-0.06204835918592978,0.7750182991073803,0.339885559071265,0.3081253033210009,0.08508743439867349,0.3536818769305098,0.3448187051871426,0.2583040799487094,0.5679213129883947,0.6763307568342808,0.17232727825311503,0.4036478058777388,0.7165434627775995,0.1331711123291984,0.27860120317520476,0.039699710843316936,0.38071088283612936,0.5150278770385798,0.03863819471649988,0.41086120404776005,0.47394797888237344,0.6535794064912333,0.2917802803155362,0.02149596348481411,0.20657148918692383
0.38271776617510816,0.299445132418963,-0.005303403532057792,0.5539291536552818,0.599909797750789,0.20545366355976188,0.11053907504346128,0.39254777770662974,0.20954437851661092,0.5829044159716125,0.34905738687331295,0.6142491493028124,0.2775739029054595,0.5139685100058666,0.6856093070909889,0.20883493718549834,0.2946121626924458,0.011053126868977067,0.3589727202728024,0.5482749569998898,0.1067750619108862,0.6536134370212124,0.6014371418962613,0.672070752731526,0.2884579473325553,0.11713744068177194,0.1759245856816082
0.4972705766086032,0.4107298165375182,-0.012190387580879383,0.874600140064167,0.19194996248633633,0.2777169372841913,0.06201532567659502,0.3216487412203616,0.21734088193101023,0.48131068311210545,0.5785261560551144,0.5904454812003918,0.17868093124528606,0.43360520606031666,0.5288491757298305,0.16619129065782998,0.22699436270705617,0.042213786672522804,0.33258203780392903,0.5342306069192492,0.2215595113032001,0.5760124438416961,0.4137788905430222,0.7128511101998828,0.36119985917116443,-0.05740262137335198,0.21991042063500738
0.38717227690611344,0.4012159193926496,-0.024393353177780124,0.5162695166118669,0.4651061689260751,0.296747982094494,0.06281454013479464,0.329972153087362,0.4369479995437524,0.3750253339352283,0.42910835944158526,0.5849568965510776,0.2394585596741328,0.4397418060655878,0.7523093441274851,0.20988032793537698,0.2801270941318171,-0.0014763352286910946,0.4656112285038017,0.5654924580666468,0.03850030417315499,0.28967842396299565,0.6132015514961985,0.7036283941490696,0.38890441417694355,0.024086887759185098,0.24686625951162763
0.4034164609819718,0.40942363642438684,0.16863261990797132,0.4950560611301144,0.45158186380453613,0.2295786783002781,0.0627694703709162,0.3762033012449643,0.39843072680384123,0.41819385334318815,0.5052446708328391,0.5912045358928472,0.28572930266279595,0.38387742889436827,0.7175644044925356,0.1311889062870764,0.31934658957204454,0.015070689856567546,0.24944956589082626,0.724469816815893,0.2022083366242243,0.4029272674869403,0.5875218095971119,0.5479601625646269,0.4098499652381897,-0.0003247918827146938,0.2195614409602432
